gender,acNo,age,symbol,incumbent,criminal,slNo,minister,alliance,party,profession,image,assets,name,id,education
Male,181,75,Rising sun,False,0,1,,spa,DMK,,,₹4.22 Cr,Regupathy.S,93153,Bachelor's Degree
Female,181,43,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹nan,Lakshmi Srinivasan,93154,Not Specified
Male,181,71,Two leaves,False,0,3,,nda,AIADMK,,,₹1.65 Cr,Vairamuthu.Pk,93155,10th Grade (SSLC)
Female,181,37,Whistle,False,0,4,,tvk,TVK,,,₹nan,Chinthamani.C,93156,Master's Degree
Male,181,55,Gas cylinder,False,0,5,,others,PT,,,₹nan,Subbiah.A,93157,12th Grade (HSC / +2)
Male,181,61,Laptop,False,0,6,,others,SFRBC,,,₹38.34 L,Muthukaruppan.Cn,93158,Master's Degree
Male,181,42,Camera,False,0,7,,others,TAVK,,,₹nan,Ramsingh.Sk,93159,Master's Degree
Male,181,54,Coconut farm,False,0,8,,ajpk,AIPTMMK,,,"₹16,179",Raja.K,93160,Bachelor's Degree
Male,181,27,Pen nib with seven rays,False,0,9,,independent,IND,,,₹1.30 L,Eswar.S,93161,12th Grade (HSC / +2)
Male,181,32,Jackfruit,False,0,10,,independent,IND,,,₹15.30 L,Sathishkumar.M,93162,Diploma / ITI
Male,181,46,Mike,False,0,11,,independent,IND,,,₹7.05 L,Chinnathambi.P,93163,8th Grade
Male,181,58,Ring,False,0,12,,independent,IND,,,₹14.20 L,Subramanian.P,93164,Not Specified
Male,181,57,Bat,False,0,13,,independent,IND,,,"₹50,000",Durairajan.M,93165,8th Grade
Male,181,32,Trumpet,False,0,14,,independent,IND,,,"₹40,668",Ramnath.T,93166,Bachelor's Degree
Male,182,57,Rising sun,True,0,1,,spa,DMK,,,₹27.19 L,Siva.V.Meyyanathan,93167,Master's Degree
Male,182,46,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,"₹40,000",R.Rajaram,93168,Bachelor's Degree
Male,182,44,Two leaves,False,0,3,,nda,AIADMK,,,₹1.61 Cr,Dhana Vimal,93169,Bachelor's Degree
Male,182,44,Whistle,False,0,4,,tvk,TVK,,,₹6.88 L,Kandasamy,93170,Not Specified
Male,182,28,Laptop,False,0,5,,others,SFRBC,,,"₹50,000",R.Suresh,93171,12th Grade (HSC / +2)
Male,182,48,Coconut farm,False,0,6,,ajpk,AIPTMMK,,,₹17.31 L,D.Pushparaj,93172,10th Grade (SSLC)
Male,182,33,Balloon,False,0,7,,others,AIMMK,,,"₹10,000",S Malaiyandi,93173,10th Grade (SSLC)
Male,182,35,Gas Stove,False,0,8,,independent,IND,,,₹1.28 L,V.Kannadassan,93174,Not Specified
Male,182,45,Ring,False,0,9,,independent,IND,,,₹5.50 L,Sasikumar.P,93175,Bachelor's Degree
Male,182,32,Batsman,False,0,10,,independent,IND,,,"₹12,000",B.Selvam,93176,Bachelor's Degree
Male,182,42,Box,False,0,11,,independent,IND,,,"₹10,000",T.Thirumaran,93177,Master's Degree
Male,182,73,Pen stand,False,0,12,,independent,IND,,,₹2.41 L,M.Nagarajan,93178,Not Specified
Male,182,45,Bangles,False,0,13,,independent,IND,,,"₹11,000",K.Murugesan,93179,Not Specified
Male,182,37,Electric pole,False,0,14,,independent,IND,,,"₹16,500",S.Vanmeganadhan,93180,12th Grade (HSC / +2)
Female,183,48,Lotus,False,0,1,,nda,BJP,,,₹97.26 L,Kavitha Srikanth,93181,Master's Degree
Female,183,34,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹27.61 L,Muthulakshmi. S,93182,Bachelor's Degree
Male,183,45,Hand,True,0,3,,spa,INC,,,₹73.08 L,Ramachandran . T,93183,Bachelor's Degree
Male,183,25,Camera,False,0,4,,others,TAVK,,,₹23.22 L,Nazim Khan. M,93184,Bachelor's Degree
Male,183,31,Whistle,False,0,5,,tvk,TVK,,,₹nan,Mohamed Farvas. J,93185,Bachelor's Degree
Male,183,37,Ring,False,0,6,,independent,IND,,,₹32.45 L,Abdul Jaffar. S,93186,10th Grade (SSLC)
Male,183,46,Bat,False,0,7,,independent,IND,,,₹9.12 L,Aiyappan,93187,12th Grade (HSC / +2)
Male,183,58,Battery Torch,False,0,8,,independent,IND,,,"₹15,700",Arunagiri . M,93188,10th Grade (SSLC)
Male,183,36,Mike,False,0,9,,independent,IND,,,"₹5,062",Udaiyappan. M,93189,8th Grade
Male,183,36,Coconut farm,False,0,10,,independent,IND,,,"₹80,138",Karthikeyan. N,93190,Master's Degree
Male,183,45,Jackfruit,False,0,11,,independent,IND,,,₹12.96 L,Kalimuthu. P,93191,Bachelor's Degree
Male,183,58,CCTV Camera,False,0,12,,independent,IND,,,₹16.70 L,Shahul Hameed . N,93192,12th Grade (HSC / +2)
Male,183,47,Water melon,False,0,13,,independent,IND,,,₹29.12 L,Sundar . A,93193,Bachelor's Degree
Male,183,46,Bucket,False,0,14,,independent,IND,,,₹nan,Dhetchna Moorthy. Doctor. S,93194,Not Specified
Male,183,26,Matchbox,False,0,15,,independent,IND,,,₹1.30 L,Murugarethinam. T,93195,Diploma / ITI
Male,184,30,Elephant,False,0,1,,others,BSP,,,"₹23,000",Ranjithkumar Balusamy,93196,Bachelor's Degree
Male,184,60,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹nan,Seeman,93197,Bachelor's Degree
Male,184,62,Hand,False,0,3,,spa,INC,,,₹2.61 Cr,Mangudi. S,93198,Bachelor's Degree
Male,184,38,Walking stick,False,0,4,,others,SMNK,,,₹8.52 L,Aziz Abdul Rahman. J,93199,Bachelor's Degree
Male,184,70,Ganna kisan,False,0,5,,others,RPI (A),,,₹82.96 L,Karuppiah. K,93200,Master's Degree
Male,184,41,Coconut farm,False,0,6,,ajpk,AIPTMMK,,,₹52.71 L,Kalimuthu. A,93201,Bachelor's Degree
Male,184,50,Pressure cooker,False,0,7,,nda,AMMK,,,₹8.45 Cr,Dherpoki V.Pandi,93202,Diploma / ITI
Male,184,42,Gas cylinder,False,0,8,,others,PT,,,"₹71,227",Newton Babu. C,93203,12th Grade (HSC / +2)
Male,184,41,Whistle,False,0,9,,tvk,TVK,,,₹7.42 Cr,Dr.Prabhu. Tk,93204,Not Specified
Male,184,45,Bucket,False,0,10,,independent,IND,,,₹40.43 L,Ramu. M,93205,10th Grade (SSLC)
Male,184,60,Tooth brush,False,0,11,,independent,IND,,,"₹25,000",Udhuman Ali. M.S,93206,12th Grade (HSC / +2)
Male,184,49,Tea filter,False,0,12,,independent,IND,,,"₹66,000",Kalidass. R,93207,5th Grade
Female,184,46,Binoculars,False,0,13,,independent,IND,,,"₹15,000",Shanthi. B,93208,12th Grade (HSC / +2)
Male,184,32,Frying pan,False,0,14,,independent,IND,,,"₹21,000",Suresh. V,93209,10th Grade (SSLC)
Female,184,37,Box,False,0,15,,independent,IND,,,₹3.12 L,Selvi. K,93210,9th Grade
Male,184,31,Batsman,False,0,16,,independent,IND,,,₹1.50 L,Dinesh. K,93211,Bachelor's Degree
Male,184,41,Bread toaster,False,0,17,,independent,IND,,,"₹15,000",Pandi. S,93212,Not Specified
Male,184,38,Mike,False,0,18,,independent,IND,,,"₹30,000",Prabu. G,93213,Master's Degree
Male,184,37,Matchbox,False,0,19,,independent,IND,,,₹1.72 L,Manimaran. R,93214,8th Grade
Male,184,32,Bat,False,0,20,,independent,IND,,,₹nan,Muthukumar. K,93215,Bachelor's Degree
Male,184,34,Ship,False,0,21,,independent,IND,,,"₹1,000",Ramanathan. S.V,93216,Not Specified
Male,184,35,Battery Torch,False,0,22,,independent,IND,,,₹10.01 L,Lakshmanan. R,93217,Bachelor's Degree
Male,184,25,Ring,False,0,23,,independent,IND,,,"₹25,000",Veeramanikandan. V,93218,9th Grade
Male,184,45,Kettle,False,0,24,,independent,IND,,,"₹56,500",Velu. K,93219,9th Grade
Female,184,40,Balloon,False,0,25,,independent,IND,,,₹6.12 L,Jeevitha. A,93220,Not Specified
Male,185,52,Lotus,False,0,1,,nda,BJP,,,₹32.18 L,Thirumaran. K.C,93221,Bachelor's Degree
Male,185,66,Rising sun,False,0,2,,spa,DMK,,,₹8.63 Cr,Periakaruppan. Kr,93222,Bachelor's Degree
Female,185,32,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹nan,Ramya Mohan,93223,Not Specified
Female,185,42,Coconut farm,False,0,4,,ajpk,AIPTMMK,,,₹82.70 L,Umadevi. S,93224,Bachelor's Degree
Male,185,38,Whistle,False,0,5,,tvk,TVK,,,₹56.82 L,Seenivasa Sethupathy. R,93225,Master's Degree
Male,185,67,Baby walker,False,0,6,,independent,IND,,,"₹1,000",Shanmugam. M,93226,8th Grade
Male,185,71,Electric pole,False,0,7,,independent,IND,,,"₹1,000",Sethu. P,93227,6th Grade
Female,185,42,Balloon,False,0,8,,independent,IND,,,"₹1,000",Panchavarnam. M,93228,8th Grade
Female,185,39,Computer,False,0,9,,independent,IND,,,"₹1,000",Bakiyalakshmi. M,93229,8th Grade
Male,185,56,Tiller,False,0,10,,independent,IND,,,"₹33,000",Piraman. P,93230,6th Grade
Female,185,64,Bucket,False,0,11,,independent,IND,,,"₹1,000",Mallika. A,93231,5th Grade
Male,185,43,Gift pack,False,0,12,,independent,IND,,,₹5.71 L,Marimuthu. S,93232,7th Grade
Male,185,49,Pen nib with seven rays,False,0,13,,independent,IND,,,₹1.75 Cr,Raja. K.P.M,93233,10th Grade (SSLC)
Male,185,41,Bat,False,0,14,,independent,IND,,,₹1.85 Cr,Dr.Vinayaga Meyyarasu. T,93234,Bachelor's Degree
Male,185,49,Ship,False,0,15,,independent,IND,,,₹nan,Vishwanathan. S,93235,9th Grade
Female,186,35,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹31.00 L,Indhuja R,93236,Diploma / ITI
Male,186,56,Rising sun,False,0,2,,spa,DMK,,,₹1.24 Cr,Karunaas S,93237,12th Grade (HSC / +2)
Male,186,58,Two leaves,False,0,3,,nda,AIADMK,,,₹6.17 Cr,Senthilnathan Pr,93238,Bachelor's Degree
Male,186,55,Elephant,False,0,4,,others,BSP,,,₹3.20 L,Marimuthu K,93239,12th Grade (HSC / +2)
Male,186,68,Balloon,False,0,5,,others,DMSK,,,₹55.80 L,Rajamanickam M,93240,Not Specified
Female,186,55,Whistle,False,0,6,,tvk,TVK,,,₹22.07 L,Kulanthai Rani A,93241,Bachelor's Degree
Male,186,44,Coconut farm,False,0,7,,ajpk,AIPTMMK,,,₹86.66 L,Muruganantham Guru,93242,Bachelor's Degree
Male,186,31,Camera,False,0,8,,others,TAVK,,,₹15.73 L,Rajesh X,93243,Diploma / ITI
Male,186,46,Laptop,False,0,9,,others,SFRBC,,,₹1.09 L,Rajkumar C,93244,Diploma / ITI
Male,186,63,Bead necklace,False,0,10,,independent,IND,,,₹74.77 L,Irudayaraj V,93245,Master's Degree
Male,186,42,Pen nib with seven rays,False,0,11,,independent,IND,,,₹16.60 L,Karthik M,93246,Diploma / ITI
Male,186,45,Bricks,False,0,12,,independent,IND,,,₹6.52 L,Kaleeswaran M,93247,10th Grade (SSLC)
Male,186,59,Gas cylinder,False,0,13,,independent,IND,,,"₹5,379",Santhanam,93248,8th Grade
Male,186,40,Box,False,0,14,,independent,IND,,,"₹27,000",Nagaprabu,93249,10th Grade (SSLC)
Male,186,64,Bat,False,0,15,,independent,IND,,,₹4.07 L,Paulsamy,93250,5th Grade
Male,186,63,Matchbox,False,0,16,,independent,IND,,,₹13.41 L,Prabakaran S.T,93251,10th Grade (SSLC)
Male,186,53,Bucket,False,0,17,,independent,IND,,,₹12.28 L,Ramesh K,93252,10th Grade (SSLC)
Female,187,33,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹11.25 L,Shanmugapriya.M,93253,Not Specified
Female,187,50,Rising sun,True,0,2,,spa,DMK,,,₹2.67 Cr,Tamilarasi.A,93254,Bachelor's Degree
Male,187,48,Lotus,False,0,3,,nda,BJP,,,₹2.96 Cr,Balaganapathy.V,93255,Bachelor's Degree
Male,187,32,Camera,False,0,4,,others,TAVK,,,₹3.61 L,Arunpandian.A,93256,Bachelor's Degree
Male,187,58,Ganna kisan,False,0,5,,others,RPI,,,₹6.50 L,Arumugam.V,93257,Bachelor's Degree
Male,187,44,Whistle,False,0,6,,tvk,TVK,,,₹15.68 L,Elangovan.D,93258,Bachelor's Degree
Male,187,33,Coconut farm,False,0,7,,ajpk,AIPTMMK,,,₹20.63 L,Thilagaraj.K,93259,Master's Degree
Male,187,28,Gas cylinder,False,0,8,,others,PT,,,₹2.00 L,Rajamanikkam.A,93260,Bachelor's Degree
Male,187,52,Television,False,0,9,,independent,IND,,,₹2.80 L,Karuppusami.V,93261,Bachelor's Degree
Male,187,48,Ship,False,0,10,,independent,IND,,,₹19.56 L,Shankarganesan.S,93262,Not Specified
Male,187,27,Telephone,False,0,11,,independent,IND,,,₹nan,Sathish.T,93263,Bachelor's Degree
Male,187,35,Peas,False,0,12,,independent,IND,,,₹18.77 L,Bharathidasan.S,93264,Bachelor's Degree
Male,187,61,Calculator,False,0,13,,independent,IND,,,₹6.14 L,Raju.J.M,93265,Master's Degree
Male,187,40,Flute,False,0,14,,independent,IND,,,"₹5,100",Veerapandi.V,93266,9th Grade
Male,188,58,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹2.05 Cr,Kottaikumar,93267,Bachelor's Degree
Male,188,54,Two leaves,False,0,2,,nda,AIADMK,,,₹19.90 L,P.Periyapullan (A) Selvam,93268,12th Grade (HSC / +2)
Male,188,61,Hand,False,0,3,,spa,INC,,,₹17.65 L,P.Viswanathan,93269,Bachelor's Degree
Female,188,37,Coconut farm,False,0,4,,ajpk,AIPTMMK,,,₹1.94 Cr,Soniagandhi,93270,Diploma / ITI
Male,188,50,Gas cylinder,False,0,5,,others,PT,,,"₹86,150",M.Panneerselvam,93271,Diploma / ITI
Male,188,50,Whistle,False,0,6,,tvk,TVK,,,₹54.64 L,A.Maduraiveeran,93272,10th Grade (SSLC)
Male,188,49,Flag with three stars,False,0,7,,others,CPI(ML),,,"₹43,000",K.Meyyar,93273,10th Grade (SSLC)
Male,188,51,Water tank,False,0,8,,independent,IND,,,₹1.04 L,K.Sethuraman,93274,Not Specified
Male,188,45,Well,False,0,9,,independent,IND,,,₹30.95 L,S.Boopathi,93275,Bachelor's Degree
Male,188,40,Truck,False,0,10,,independent,IND,,,₹11.09 L,K.Manikandaprabu,93276,9th Grade
Male,188,65,Computer,False,0,11,,independent,IND,,,₹4.67 Cr,M.Murugan,93277,Bachelor's Degree
Male,188,59,Carrom board,False,0,12,,independent,IND,,,₹1.77 L,C.Mohanram,93278,12th Grade (HSC / +2)
Male,188,35,CCTV Camera,False,0,13,,independent,IND,,,"₹44,000",C.Ramesh,93279,Bachelor's Degree
Male,189,42,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹38.01 L,Selvam K,93280,Bachelor's Degree
Male,189,68,Two leaves,False,0,2,,nda,AIADMK,,,₹2.00 Cr,Mahendran K,93281,Bachelor's Degree
Male,189,67,Rising sun,True,0,3,,spa,DMK,,,₹11.97 Cr,Moorthy P,93282,12th Grade (HSC / +2)
Male,189,57,Whistle,False,0,4,,tvk,TVK,,,₹2.94 Cr,Karthikeyan S,93283,Bachelor's Degree
Male,189,39,Gas cylinder,False,0,5,,others,PT,,,₹2.71 L,Bharathiraja A,93284,9th Grade
Male,189,45,Ganna kisan,False,0,6,,others,RPI (A),,,"₹50,000",Prince S,93285,Bachelor's Degree
Male,189,41,Camera,False,0,7,,others,TAVK,,,₹2.25 L,Boomirajan K,93286,5th Grade
Male,189,50,CCTV Camera,False,0,8,,independent,IND,,,₹1.89 L,Arasu S,93287,10th Grade (SSLC)
Male,189,34,Television,False,0,9,,independent,IND,,,"₹24,250",Arun Pandian A J,93288,7th Grade
Male,189,27,Frying pan,False,0,10,,independent,IND,,,₹1.52 L,Ajay Kannan A,93289,Diploma / ITI
Male,189,51,Tea filter,False,0,11,,independent,IND,,,₹1.55 L,Karthikeyan G,93290,10th Grade (SSLC)
Male,189,49,Dumbbells,False,0,12,,independent,IND,,,₹4.28 Cr,Chandra Mouliswaran A,93291,Bachelor's Degree
Male,189,59,Electric pole,False,0,13,,independent,IND,,,₹1.52 L,Pitchai V,93292,10th Grade (SSLC)
Male,189,29,Diamond,False,0,14,,independent,IND,,,₹2.24 L,Mugeshkumar M,93293,Bachelor's Degree
Male,189,60,Jackfruit,False,0,15,,independent,IND,,,₹22.00 L,Velladurai A,93294,9th Grade
Female,190,38,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹13.25 L,Nagalakshmi Thirumaran.T,93295,Bachelor's Degree
Male,190,60,Two leaves,False,0,2,,nda,AIADMK,,,₹24.02 Cr,Manickam.K,93296,Not Specified
Male,190,50,Rising sun,True,0,3,,spa,DMK,,,₹nan,Venkatesan.A,93297,Bachelor's Degree
Male,190,61,Whistle,False,0,4,,tvk,TVK,,,₹29.00 L,Karuppaiah.M.V,93298,Master's Degree
Male,190,55,Camera,False,0,5,,others,TAVK,,,₹7.71 L,Thangapandi.P,93299,7th Grade
Male,190,52,Coconut farm,False,0,6,,ajpk,AIPTMMK,,,₹9.49 Cr,Balamurugan.K,93300,Bachelor's Degree
Male,190,37,Gas cylinder,False,0,7,,others,PT,,,₹25.27 L,Raghu.K,93301,Master's Degree
Male,190,49,Well,False,0,8,,others,IDMK,,,₹2.30 L,Ramadoss.C,93302,10th Grade (SSLC)
Male,190,26,Air conditioner,False,0,9,,independent,IND,,,"₹25,813",Ajay Subash.B,93303,Master's Degree
Male,190,59,Almirah,False,0,10,,independent,IND,,,₹5.27 L,Krishnasamy.P,93304,8th Grade
Male,190,66,Bat,False,0,11,,independent,IND,,,₹1.79 Cr,Gunasekaran.P,93305,Bachelor's Degree
Male,190,34,Baby walker,False,0,12,,independent,IND,,,₹4.38 L,Balamurugan.C,93306,9th Grade
Male,190,41,Balloon,False,0,13,,independent,IND,,,₹13.18 L,Balamurugan.R,93307,12th Grade (HSC / +2)
Male,190,35,Television,False,0,14,,independent,IND,,,₹12.42 L,Ranjith Kumar.S,93308,Master's Degree
Male,191,56,Two leaves,False,0,1,,nda,AIADMK,,,₹13.28 Cr,P.Saravanan,93309,Not Specified
Male,191,70,Rising sun,False,0,2,,spa,DMK,,,₹2.72 Cr,G.Thalapathi,93310,10th Grade (SSLC)
Male,191,44,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹25.29 L,V Thirunavukkarasu,93311,Master's Degree
Male,191,41,Whistle,False,0,4,,tvk,TVK,,,₹1.13 Cr,A.Kallanai,93312,Bachelor's Degree
Male,191,48,Spanner,False,0,5,,others,NIP,,,₹28.24 L,R Rajkumar,93313,Not Specified
Male,191,58,Gas cylinder,False,0,6,,others,SUCI(C),,,₹3.05 L,M J Voltaire,93314,Master's Degree
Male,191,44,Electric pole,False,0,7,,independent,IND,,,₹31.37 L,N.Kuppusamy,93315,10th Grade (SSLC)
Male,191,35,Tooth brush,False,0,8,,independent,IND,,,₹3.06 L,J.Kesavarajah,93316,Bachelor's Degree
Male,191,40,Matchbox,False,0,9,,independent,IND,,,"₹99,000",M.P.Sankarapandi,93317,7th Grade
Male,191,37,Stethoscope,False,0,10,,independent,IND,,,₹45.53 L,C.Sathishkumar,93318,10th Grade (SSLC)
Male,191,43,Pen drive,False,0,11,,independent,IND,,,"₹44,913",D.Mohamed Ismail,93319,6th Grade
Male,191,56,Mike,False,0,12,,independent,IND,,,"₹91,944",P Muthusamy,93320,10th Grade (SSLC)
Male,191,78,Baby walker,False,0,13,,independent,IND,,,₹49.60 L,A.Rajangam,93321,Bachelor's Degree
Male,192,61,Lotus,False,0,1,,nda,BJP,,,₹1.26 Cr,Raama Sreenivasan,93322,Doctorate (Ph.D / MD)
Female,192,46,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹nan,B.M.Sumathy,93323,Master's Degree
Male,192,66,Rising sun,False,0,3,,spa,DMK,,,₹6.13 Cr,M.Boominathan,93324,Primary (Up to 4th)
Male,192,45,Camera,False,0,4,,others,TAVK,,,₹29.28 L,S.Iruthyaraj,93325,8th Grade
Male,192,40,Whistle,False,0,5,,tvk,TVK,,,₹31.83 L,M.M.Gopison,93326,Master's Degree
Female,192,49,Electric pole,False,0,6,,independent,IND,,,"₹16,000",K.Jeya,93327,8th Grade
Male,193,39,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹72.56 L,Abdul Hakeem K,93328,Master's Degree
Male,193,58,Two leaves,False,0,2,,nda,AIADMK,,,₹23.79 Cr,Sundar C,93329,Not Specified
Male,193,60,Rising sun,True,0,3,,spa,DMK,,,₹nan,Palanivel Thiaga Rajan,93330,Doctorate (Ph.D / MD)
Male,193,41,Elephant,False,0,4,,others,BSP,,,₹3.00 L,Ramar Pandi T,91217,4th Grade
Male,193,65,Coconut farm,False,0,5,,ajpk,AIPTMMK,,,₹6.00 L,Sakkaravarthy P,93332,Bachelor's Degree
Male,193,42,Whistle,False,0,6,,tvk,TVK,,,₹2.22 Cr,Madhar Badhurudeen,93333,10th Grade (SSLC)
Male,193,73,Balloon,False,0,7,,independent,IND,,,₹55.41 L,Avadainathan V,93334,Doctorate (Ph.D / MD)
Male,193,29,Flute,False,0,8,,independent,IND,,,"₹46,500",Guru Karthick T,93335,10th Grade (SSLC)
Male,193,53,Ring,False,0,9,,independent,IND,,,₹nan,Saleem,93336,Not Specified
Male,193,43,Mike,False,0,10,,independent,IND,,,₹2.32 L,Sivaperumal V,93337,Master's Degree
Male,193,50,Gas cylinder,False,0,11,,independent,IND,,,₹11.62 L,Manivannan,93338,Bachelor's Degree
Male,193,42,Battery Torch,False,0,12,,independent,IND,,,₹nan,Rajendran R,93339,Bachelor's Degree
Male,194,73,Two leaves,False,0,1,,nda,AIADMK,,,₹10.29 Cr,Sellur K Raju,93340,Bachelor's Degree
Male,194,44,Rising sun,False,0,2,,spa,DMK,,,₹1.33 Cr,Balaji R,93341,Bachelor's Degree
Male,194,29,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹45.84 L,Vigneshkumar S,93342,Bachelor's Degree
Male,194,46,Whistle,False,0,4,,tvk,TVK,,,₹1.00 Cr,Thangapandi Sr,93343,8th Grade
Male,194,44,Camera,False,0,5,,others,TAVK,,,₹4.80 L,Madurai Veeran S,93344,12th Grade (HSC / +2)
Male,194,49,Ring,False,0,6,,others,VTK,,,₹29.20 L,Muthupandi R,93345,6th Grade
Male,194,35,Flute,False,0,7,,independent,IND,,,₹1.45 L,Anandh K,93346,Bachelor's Degree
Male,194,43,Diamond,False,0,8,,independent,IND,,,₹32.35 L,Tharma Prabu V S,93347,Bachelor's Degree
Male,194,35,Diesel pump,False,0,9,,independent,IND,,,₹2.65 L,Manoj Kumar R,93348,Bachelor's Degree
Male,194,42,Binoculars,False,0,10,,independent,IND,,,₹11.93 L,Muthukumar S,93349,10th Grade (SSLC)
Male,194,45,Clip,False,0,11,,independent,IND,,,₹nan,Muthukumar D,93350,Bachelor's Degree
Male,194,53,Green chilli,False,0,12,,independent,IND,,,"₹82,000",Rahamadullah S,93351,Bachelor's Degree
Male,194,30,Coconut farm,False,0,13,,independent,IND,,,₹6.33 L,Rajkumar S,93352,Master's Degree
Male,194,58,Balloon,False,0,14,,independent,IND,,,₹20.99 L,Venkatesan M,93353,Bachelor's Degree
Female,195,35,Rising sun,False,0,1,,spa,DMK,,,₹4.16 Cr,Kiruthiga Thangapandi,93354,Bachelor's Degree
Female,195,38,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹68.12 L,Sathyadevi. T,93355,Doctorate (Ph.D / MD)
Male,195,75,Two leaves,False,0,3,,nda,AIADMK,,,₹78.00 L,Rajanchellappa. V.V,93356,Master's Degree
Male,195,45,Spanner,False,0,4,,others,NIP,,,₹10.25 L,Chelladurai. R,93357,7th Grade
Male,195,55,Gas cylinder,False,0,5,,others,PT,,,₹30.68 L,Sethuraman. A,93358,Diploma / ITI
Male,195,49,Camera,False,0,6,,others,TAVK,,,"₹39,000",Syed Ibrahim. M,93359,Diploma / ITI
Male,195,55,Coconut farm,False,0,7,,ajpk,AIPTMMK,,,₹12.96 L,Thanapandian. T,93360,5th Grade
Male,195,44,Whistle,False,0,8,,tvk,TVK,,,₹7.97 Cr,Nirmalkumar. R,93361,Master's Degree
Female,195,47,Jackfruit,False,0,9,,others,ETMK,,,₹19.04 L,Mookkayee. C,93362,Bachelor's Degree
Male,195,66,Ring,False,0,10,,others,RSD (R),,,₹32.84 L,Renganathan Doraisamy,93363,12th Grade (HSC / +2)
Male,195,62,Bat,False,0,11,,independent,IND,,,₹1.01 L,Arumugam. G,93364,Primary (Up to 4th)
Male,195,33,Matchbox,False,0,12,,independent,IND,,,"₹10,000",Ukkra Pandian. S,93365,Master's Degree
Male,195,31,Calculator,False,0,13,,independent,IND,,,"₹51,000",Pounraj. N,93366,10th Grade (SSLC)
Male,195,26,Tooth brush,False,0,14,,independent,IND,,,₹22.56 L,Raj. P,93367,Bachelor's Degree
Male,195,33,Air conditioner,False,0,15,,independent,IND,,,"₹82,000",Vallarasan. K,93368,Bachelor's Degree
Male,196,52,Two leaves,True,0,1,,nda,AIADMK,,,₹27.78 L,Udhayakumar.R.B,93369,Bachelor's Degree
Male,196,51,Rising sun,False,0,2,,spa,DMK,,,₹11.18 L,Manimaran.M,93370,7th Grade
Male,196,35,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹nan,Munish.N,93371,Doctorate (Ph.D / MD)
Male,196,45,Jackfruit,False,0,4,,others,ETMK,,,₹25.81 L,Alagar.A,93372,9th Grade
Female,196,38,Ring,False,0,5,,others,AIDMMK,,,₹10.01 L,Kalaiselvi.R,93373,9th Grade
Male,196,37,Whistle,False,0,6,,tvk,TVK,,,₹51.50 L,Sathishkumar.N,93374,12th Grade (HSC / +2)
Female,196,29,Coconut farm,False,0,7,,ajpk,AIPTMMK,,,₹25.50 L,Jeevitha Nachiyar.B,93375,Bachelor's Degree
Male,196,52,Matchbox,False,0,8,,independent,IND,,,"₹20,000",Ayyanan.P,93376,8th Grade
Male,196,50,Almirah,False,0,9,,independent,IND,,,"₹54,500",Girishkumar.A,93377,Not Specified
Male,196,45,Water melon,False,0,10,,independent,IND,,,₹28.99 L,Sakkaravarthy.P,93378,Not Specified
Male,196,62,Pencil box,False,0,11,,independent,IND,,,₹4.34 L,Nagoor.M,93379,Not Specified
Male,196,42,Mike,False,0,12,,independent,IND,,,₹95.58 L,Bharath.M,93380,Bachelor's Degree
Male,196,46,Calculator,False,0,13,,independent,IND,,,₹12.01 L,Muthuraja.M,93381,Bachelor's Degree
Male,196,49,Gas cylinder,False,0,14,,independent,IND,,,₹14.85 L,Murugan.S,93382,Primary (Up to 4th)
Male,196,43,Cot,False,0,15,,independent,IND,,,₹13.10 L,Vengateswaran.B,93383,Bachelor's Degree
Female,197,25,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹8.73 L,Abirami. D,93384,Bachelor's Degree
Male,197,48,Hand,False,0,2,,spa,INC,,,₹3.73 Cr,Saravanakumar. T,93385,Bachelor's Degree
Male,197,61,Two leaves,False,0,3,,nda,AIADMK,,,₹7.97 Cr,Mahendran. I,93386,Bachelor's Degree
Male,197,62,Elephant,False,0,4,,others,BSP,,,₹37.00 L,Vellaipandi. V,93387,Master's Degree
Male,197,60,Coconut farm,True,0,5,,ajpk,AIPTMMK,,,₹nan,Ayyappan. P,93388,Bachelor's Degree
Male,197,40,Whistle,False,0,6,,tvk,TVK,,,₹nan,Vijay. M,93389,Not Specified
Female,197,25,Ship,False,0,7,,independent,IND,,,₹20.00 L,Kiranya. S,93390,12th Grade (HSC / +2)
