gender,acNo,age,symbol,incumbent,criminal,slNo,minister,alliance,party,profession,image,assets,name,id,education
Male,30,52,Battery Torch,False,0,9,,others,IDMK,,,₹1.20 L,G.Rameshbabu,90651,12th Grade (HSC / +2)
Male,30,36,Camera,False,0,10,,others,TAVK,,,₹17.71 L,S.Rahamathulla,90652,Diploma / ITI
Female,30,50,Pen nib with seven rays,False,0,11,,others,NMK,,,₹46.17 L,B.Rajeswari,90653,12th Grade (HSC / +2)
Male,30,56,Coconut farm,False,0,12,,ajpk,AIPTMMK,,,₹39.43 L,R.Rajkumar,90654,Not Specified
Male,30,51,Electric pole,False,0,13,,independent,IND,,,₹6.35 L,M.Sankar,90655,5th Grade
Male,30,31,Telephone,False,0,14,,independent,IND,,,₹7.12 L,S.Sathiyaraj,90656,Bachelor's Degree
Male,30,34,Pestle and mortar,False,0,15,,independent,IND,,,₹61.34 L,M.Sivakumar,90657,Bachelor's Degree
Male,30,61,Ship,False,0,16,,independent,IND,,,₹14.27 L,S.Sundaramoorthy Pandiyar,90658,12th Grade (HSC / +2)
Male,30,49,Bricks,False,0,17,,independent,IND,,,"₹1,000",R.Muthukumar,90659,10th Grade (SSLC)
Male,30,47,Water melon,False,0,18,,independent,IND,,,₹19.55 L,P.Ravichandran,90660,Bachelor's Degree
Male,30,35,Road roller,False,0,19,,independent,IND,,,"₹55,000",N.Ramkumar,90661,Diploma / ITI
Male,30,33,Noodles bowl,False,0,20,,independent,IND,,,₹4.27 L,Rajesh T R,90662,Bachelor's Degree
Male,30,30,Flute,False,0,21,,independent,IND,,,₹5.61 L,S.Vetri Vel,90663,Bachelor's Degree
Male,30,61,Diamond,False,0,22,,independent,IND,,,₹45.99 L,R.Jawahar,90664,Master's Degree
Male,30,46,Matchbox,False,0,23,,independent,IND,,,₹6.69 L,G.John Pandian,90665,12th Grade (HSC / +2)
Male,31,65,Two leaves,False,0,1,,nda,AIADMK,,,₹7.33 Cr,C.Rajendran,90666,Bachelor's Degree
Female,31,55,Rising sun,False,0,2,,spa,DMK,,,₹12.89 Cr,R.S.Kiruthika Devi,90667,Bachelor's Degree
Female,31,63,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹2.29 Cr,S.Tamilchelvi,90668,Doctorate (Ph.D / MD)
Male,31,27,Elephant,False,0,4,,others,BSP,,,₹10.90 L,M.Raja,90669,10th Grade (SSLC)
Male,31,34,Whistle,False,0,5,,tvk,TVK,,,₹nan,D.Sarathkumar,90670,Bachelor's Degree
Male,31,62,Pestle and mortar,False,0,6,,others,VTVTK,,,₹30.81 L,Sivaraman.S,90671,Bachelor's Degree
Male,31,39,Spanner,False,0,7,,others,NIP,,,₹1.48 L,Thambiraj.E,90672,Master's Degree
Male,31,35,Ship,False,0,8,,others,DMA,,,₹6.22 L,S.Parthiban,90673,9th Grade
Male,31,43,Camera,False,0,9,,others,TAVK,,,₹18.62 L,P.Pon Raja,90674,9th Grade
Male,31,31,Diamond,False,0,10,,independent,IND,,,"₹26,000",S.Karthik,90675,Bachelor's Degree
Male,31,31,Gas cylinder,False,0,11,,independent,IND,,,₹48.90 L,Sarathkumar. R,90676,Bachelor's Degree
Male,31,49,Electric pole,False,0,12,,independent,IND,,,"₹10,000",T.Dhivakaran,90677,10th Grade (SSLC)
Male,31,45,Sewing machine,False,0,13,,independent,IND,,,₹2.55 L,S.Balasubramanian,90678,10th Grade (SSLC)
Male,31,61,Football player,False,0,14,,independent,IND,,,"₹35,000",R.Ravikumar,90679,9th Grade
Male,31,48,Mixee,False,0,15,,independent,IND,,,₹15.52 L,M.Jacob,90680,12th Grade (HSC / +2)
Female,32,56,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹23.63 L,Amutha.N,90681,Bachelor's Degree
Male,32,47,Two leaves,False,0,2,,nda,AIADMK,,,₹4.26 Cr,M.Gajendran,90682,Bachelor's Degree
Male,32,43,Rising sun,False,0,3,,spa,DMK,,,₹3.69 Cr,Karthikdhandapani,90683,Bachelor's Degree
Male,32,46,Elephant,False,0,4,,others,BSP,,,₹4.22 L,S.Saravanan,90684,Not Specified
Male,32,44,Camera,False,0,5,,others,TAVK,,,₹38.07 L,S.Selvam (A) Chella,90685,Bachelor's Degree
