constituency,party,slNo,criminal,incumbent,symbol,name,gender,id,education,age,image,profession,assets,minister,alliance,acNo
Krishnagiri,VTK,5,0,False,Ring,Singaravelan Viswanathan,Male,90994,10th Grade (SSLC),51,,,₹9.47 L,,others,53
Krishnagiri,TMK,6,0,False,Well,Mangammal,Female,90995,Not Specified,27,,,"₹20,500",,others,53
Krishnagiri,TVK,7,0,False,Whistle,Mukundhan.P,Male,90996,Bachelor's Degree,41,,,₹33.67 L,,tvk,53
Krishnagiri,TAVK,8,0,False,Camera,Muthulakshmi Veerappan,Female,90997,7th Grade,56,,,"₹32,570",,others,53
Krishnagiri,TK,9,0,False,Matchbox,Advocate.Muthaiah.S,Male,90998,Bachelor's Degree,51,,,₹7.75 L,,others,53
Krishnagiri,IND,10,0,False,Bat,Kumaresan.M,Male,90999,9th Grade,51,,,₹29.95 L,,independent,53
Krishnagiri,IND,11,0,False,Gas cylinder,Chandramohan.K.M,Male,91000,10th Grade (SSLC),56,,,₹1.21 L,,independent,53
Krishnagiri,IND,12,0,False,Television,Sivan.C,Male,91001,Bachelor's Degree,36,,,₹25.25 L,,independent,53
Krishnagiri,IND,13,0,False,Coconut farm,Srinivasan.K,Male,91002,8th Grade,60,,,₹4.51 L,,independent,53
Krishnagiri,IND,14,0,False,Electric pole,Nanjundan.M,Male,91003,6th Grade,32,,,₹nan,,independent,53
Krishnagiri,IND,15,0,False,Bucket,Venkateshraja.E,Male,91004,Bachelor's Degree,63,,,₹1.98 Cr,,independent,53
Veppanahalli,DMK,1,0,False,Rising sun,Srinivasan.P.S,Male,91005,12th Grade (HSC / +2),49,,,₹72.22 L,,spa,54
Veppanahalli,NTK,2,0,False,Farmer Carrying Plough,Nagaraj.R,Male,91006,Bachelor's Degree,27,,,₹2.42 L,,ntk,54
Veppanahalli,AIADMK,3,0,False,Two leaves,Munusamy.K.P,Male,91007,Bachelor's Degree,75,,,₹93.35 L,,nda,54
Veppanahalli,TAVK,4,0,False,Camera,Iyappan.L,Male,91008,12th Grade (HSC / +2),39,,,₹21.42 L,,others,54
Veppanahalli,TVK,5,0,False,Whistle,Sampangi.S.R,Male,91009,10th Grade (SSLC),46,,,₹12.83 Cr,,tvk,54
Veppanahalli,TNIK,6,0,False,Football player,Senthilkumar.R,Male,91010,Not Specified,26,,,"₹18,025",,others,54
Veppanahalli,TMK,7,0,False,Well,Prajapathi Vijay.C,Male,91011,Bachelor's Degree,29,,,"₹26,000",,others,54
Veppanahalli,IND,8,0,False,Gas cylinder,Eshwaran.C,Male,91012,8th Grade,47,,,₹14.00 L,,independent,54
Veppanahalli,IND,9,0,False,Tiller,Govindaraj.G.J,Male,91013,10th Grade (SSLC),44,,,₹44.11 L,,independent,54
Veppanahalli,IND,10,0,False,Sitar,Manoharan.K.A,Male,91014,10th Grade (SSLC),48,,,₹6.00 L,,independent,54
Veppanahalli,IND,11,0,False,Road roller,Yuvaraj.K.P.U,Male,91015,Not Specified,42,,,₹1.46 Cr,,independent,54
Veppanahalli,IND,12,0,False,Television,Ramasamy.G.C,Male,91016,7th Grade,61,,,₹64.09 L,,independent,54
Veppanahalli,IND,13,0,False,Diamond,Venkatesan.C,Male,91017,9th Grade,35,,,₹3.64 L,,independent,54
Hosur,DMK,1,0,False,Rising sun,Sathya.S.A,Female,91018,10th Grade (SSLC),55,,,₹nan,,spa,55
Hosur,AIADMK,2,0,False,Two leaves,Balakrishnareddy. P,Male,91019,12th Grade (HSC / +2),57,,,₹68.53 Cr,,nda,55
Hosur,NTK,3,0,False,Farmer Carrying Plough,Stalin.R,Male,91020,Diploma / ITI,29,,,₹2.92 L,,ntk,55
Hosur,RPI (A),4,0,False,Ganna kisan,Surya. Y,Male,91021,Bachelor's Degree,37,,,₹28.24 L,,others,55
Hosur,TMK,5,0,False,Well,Ponnumani.R,Female,91022,Bachelor's Degree,31,,,"₹21,480",,others,55
Hosur,TVK,6,0,False,Whistle,Vendarkarasan.S,Male,91023,7th Grade,45,,,₹21.40 L,,tvk,55
Hosur,IND,7,0,False,Gas cylinder,Ganesh.M,Male,91024,Bachelor's Degree,41,,,₹2.03 L,,independent,55
Hosur,IND,8,0,False,Chappals,Dr.Shanmugam.A.R,Male,91025,Master's Degree,50,,,₹1.20 L,,independent,55
Hosur,IND,9,0,False,Jackfruit,Devappa.Y,Male,91026,10th Grade (SSLC),62,,,"₹67,000",,independent,55
Hosur,IND,10,0,False,Camera,Pattabirama. C,Male,91027,10th Grade (SSLC),51,,,₹24.25 L,,independent,55
Hosur,IND,11,0,False,Battery Torch,Masood.S,Male,91028,Master's Degree,34,,,₹61.76 L,,independent,55
Hosur,IND,12,0,False,Television,Mariya Francis.S,Male,91029,Master's Degree,36,,,₹nan,,independent,55
Hosur,IND,13,0,False,Coconut farm,Rajendran.P,Male,93537,7th Grade,40,,,₹21.52 L,,independent,55
Thalli,CPI,1,0,True,Ears of corn and sickle,Ramachandran. T,Male,91031,Bachelor's Degree,58,,,₹nan,,spa,56
Thalli,NTK,2,0,False,Farmer Carrying Plough,Narasimma Reddy,Male,91032,Not Specified,42,,,₹24.46 L,,ntk,56
Thalli,BJP,3,0,False,Lotus,Nagesh Kumar. C,Male,91033,Master's Degree,40,,,₹1.93 Cr,,nda,56
Thalli,TAVK,4,0,False,Camera,Ajith. G,Male,91034,12th Grade (HSC / +2),31,,,₹nan,,others,56
Thalli,TVK,5,0,False,Whistle,Suresh. G,Male,91035,9th Grade,46,,,₹6.62 L,,tvk,56
Thalli,AMK,6,0,False,Coconut farm,Jayaram. N,Male,91036,10th Grade (SSLC),48,,,₹6.50 L,,others,56
Thalli,IND,7,0,False,Ring,Asanraja. K,Male,91037,12th Grade (HSC / +2),35,,,"₹12,500",,independent,56
Thalli,IND,8,0,False,Bucket,Kumar. D.J,Male,91038,5th Grade,36,,,₹15.47 L,,independent,56
Thalli,IND,9,0,False,Jackfruit,Devappa. Y,Male,91039,10th Grade (SSLC),62,,,₹40.67 L,,independent,56
Thalli,IND,10,0,False,Computer,Jagan. M,Male,91040,Bachelor's Degree,39,,,₹32.92 L,,independent,56
Palacodu,AIADMK,1,0,True,Two leaves,Anbalagan. K.P,Male,91041,12th Grade (HSC / +2),67,,,₹1.09 Cr,,nda,57
Palacodu,DMK,2,0,False,Rising sun,Dnv Senthilkumar. S,Male,91042,Not Specified,48,,,₹3.59 Cr,,spa,57
Palacodu,NTK,3,0,False,Farmer Carrying Plough,Boopathi. R,Male,91043,Master's Degree,50,,,₹53.20 L,,ntk,57
Palacodu,TVK,4,0,False,Whistle,Gopi. R,Male,91044,Master's Degree,49,,,₹5.92 Cr,,tvk,57
Palacodu,TMK,5,0,False,Well,Palaniyammal. M,Female,91045,Not Specified,58,,,"₹20,500",,others,57
Palacodu,NMK,6,0,False,Pen nib with seven rays,Ramesh. P,Male,90927,9th Grade,48,,,₹17.76 L,,others,57
Palacodu,TAVK,7,0,False,Camera,Jayaraman Perumal. P,Male,91047,9th Grade,54,,,₹12.80 L,,others,57
Palacodu,IND,8,0,False,Dish antenna,Krishnan. L,Male,91048,10th Grade (SSLC),57,,,₹50.10 L,,independent,57
Palacodu,IND,9,0,False,Gas cylinder,Chinnasamy. N,Male,91049,12th Grade (HSC / +2),39,,,₹32.00 L,,independent,57
Palacodu,IND,10,0,False,Diamond,Senthilkumar. G,Male,91050,Bachelor's Degree,52,,,₹63.80 L,,independent,57
Palacodu,IND,11,0,False,Flute,Senthilkumar. K,Male,91051,Bachelor's Degree,48,,,₹7.79 L,,independent,57
Palacodu,IND,12,0,False,Ship,Perumal Munusamy. M,Male,91052,Bachelor's Degree,43,,,₹6.25 L,,independent,57
Palacodu,IND,13,0,False,Mixee,Madhappan. P,Male,91053,8th Grade,48,,,₹95.31 L,,independent,57
Palacodu,IND,14,0,False,Electric pole,Raman. M,Male,91054,10th Grade (SSLC),48,,,₹14.54 L,,independent,57
Pennagaram,BSP,1,0,False,Elephant,Ajith Kumar. S,Male,91055,Bachelor's Degree,27,,,₹5.90 L,,others,58
Pennagaram,INC,2,0,False,Hand,G.K.M.Tamilkumaran,Male,91056,Bachelor's Degree,48,,,₹nan,,spa,58
Pennagaram,NTK,3,0,False,Farmer Carrying Plough,Palaniyammal. T,Female,91057,Master's Degree,30,,,₹23.32 L,,ntk,58
Pennagaram,TMK,4,0,False,Well,Kannan. K,Male,91058,Bachelor's Degree,54,,,"₹22,000",,others,58
Pennagaram,TVK,5,0,False,Whistle,Gajendran. S,Male,91059,6th Grade,43,,,₹4.56 Cr,,tvk,58
Pennagaram,PMK,6,0,False,Mango,Selvam. V,Male,91060,Bachelor's Degree,52,,,₹3.56 Cr,,nda,58
Pennagaram,TAVK,7,0,False,Camera,Thavamani. C,Male,91061,10th Grade (SSLC),61,,,₹38.98 L,,others,58
Pennagaram,NMK,8,0,False,Pen nib with seven rays,Thirumurugan. P,Male,91046,Not Specified,48,,,₹nan,,others,58
Pennagaram,IND,9,0,False,Diamond,Annamalai. M,Male,91063,Master's Degree,29,,,₹3.15 L,,independent,58
Pennagaram,IND,10,0,False,Binoculars,Arunkumar. G,Male,91064,10th Grade (SSLC),41,,,₹4.86 L,,independent,58
Pennagaram,IND,11,0,False,Bricks,Elavarsan. A,Male,91065,Diploma / ITI,32,,,"₹3,500",,independent,58
Pennagaram,IND,12,0,False,Gas cylinder,Sakthivel. M,Male,91066,10th Grade (SSLC),42,,,₹11.65 L,,independent,58
Pennagaram,IND,13,0,False,Batsman,Selvam. V,Male,91067,Bachelor's Degree,52,,,₹3.56 Cr,,independent,58
Pennagaram,IND,14,0,False,Box,Sendrayan. G,Male,91068,8th Grade,63,,,₹nan,,independent,58
Pennagaram,IND,15,0,False,Swing,Gnanaselvam. S,Male,91069,10th Grade (SSLC),42,,,₹2.37 L,,independent,58
Pennagaram,IND,16,0,False,Neck tie,Tamilarasan. M,Male,91070,Bachelor's Degree,42,,,₹4.36 L,,independent,58
Pennagaram,IND,17,0,False,Matchbox,Tamilselvi. S,Female,91071,Master's Degree,65,,,₹59.23 L,,independent,58
Pennagaram,IND,18,0,False,Ship,Poomani. P,Female,91072,Not Specified,28,,,₹2.71 L,,independent,58
Pennagaram,IND,19,0,False,Road roller,Manivannan. S,Male,91073,Master's Degree,48,,,₹33.46 L,,independent,58
Pennagaram,IND,20,0,False,Sitar,Manoharan. K.A,Male,91074,10th Grade (SSLC),48,,,₹6.00 L,,independent,58
Pennagaram,IND,21,0,False,Scissors,Vilkrishnan. R,Male,91075,Not Specified,66,,,₹80.50 L,,independent,58
Pennagaram,IND,22,0,False,Refrigerator,Veerappan. M,Male,91076,7th Grade,65,,,₹12.50 L,,independent,58
Dharmapuri,DMDK,1,0,False,Nagara,Dr. Elangovan. V,Male,91077,Not Specified,76,,,₹1.10 Cr,,spa,59
Dharmapuri,NTK,2,0,False,Farmer Carrying Plough,Shanthalakshmi. K,Female,91078,Master's Degree,50,,,₹15.03 L,,ntk,59
Dharmapuri,AJPK,3,0,False,Gas cylinder,Saravanan. A,Male,91079,Bachelor's Degree,55,,,₹1.86 Cr,,ajpk,59
Dharmapuri,TMK,4,0,False,Water tank,Sivagami. G,Female,91080,10th Grade (SSLC),46,,,"₹30,500",,others,59
Dharmapuri,TVK,5,0,False,Whistle,Sivan. M,Male,91081,Primary (Up to 4th),51,,,₹86.77 L,,tvk,59
Dharmapuri,PMK,6,0,False,Mango,Sowmiya Anbumani,Female,91082,Doctorate (Ph.D / MD),55,,,₹48.11 Cr,,nda,59
Dharmapuri,TAVK,7,0,False,Camera,Prasanth. Dbj,Male,91083,Bachelor's Degree,35,,,₹nan,,others,59
Dharmapuri,VTK,8,0,False,Ring,Manikandan. S,Male,91084,Bachelor's Degree,45,,,₹64.25 L,,others,59
Dharmapuri,NMK,9,0,False,Pen nib with seven rays,Madhu. P,Male,91062,10th Grade (SSLC),49,,,₹nan,,others,59
Dharmapuri,IND,10,0,False,Chappals,Arumugam. Muni,Male,91086,6th Grade,51,,,₹42.51 L,,independent,59
Dharmapuri,IND,11,0,False,Bricks,Kumar. V,Male,91087,Bachelor's Degree,40,,,₹6.87 L,,independent,59
Dharmapuri,IND,12,0,False,Noodles bowl,Saravanan. G,Male,91088,9th Grade,56,,,₹4.40 L,,independent,59
Dharmapuri,IND,13,0,False,Frying pan,Sivam. R,Male,91089,Bachelor's Degree,54,,,₹5.50 L,,independent,59
Dharmapuri,IND,14,0,False,Sitar,Sivan. A,Male,91090,Diploma / ITI,34,,,₹4.16 L,,independent,59
Dharmapuri,IND,15,0,False,Gas Stove,Sundaramoorthy. M,Male,91091,10th Grade (SSLC),46,,,₹99.06 L,,independent,59
Dharmapuri,IND,16,0,False,Ludo,Thirupathi. M,Male,91092,Bachelor's Degree,32,,,₹13.00 L,,independent,59
Dharmapuri,IND,17,0,False,Well,Nagarajan. D,Male,91093,Bachelor's Degree,82,,,₹9.00 L,,independent,59
Dharmapuri,IND,18,0,False,Television,Palani. K,Male,91094,8th Grade,65,,,₹7.00 L,,independent,59
Dharmapuri,IND,19,0,False,Capsicum,Prabhakaran. M,Male,91095,8th Grade,42,,,₹6.08 L,,independent,59
Pappireddipatti,NTK,1,0,False,Farmer Carrying Plough,Archana Tamilaruvi,Female,91096,Bachelor's Degree,30,,,₹5.46 L,,ntk,60
Pappireddipatti,DMK,2,0,False,Rising sun,Palaniappan. P,Male,91097,Master's Degree,64,,,₹24.02 L,,spa,60
Pappireddipatti,AIADMK,3,0,False,Two leaves,Maragatham Vetrivel,Female,91098,12th Grade (HSC / +2),50,,,₹nan,,nda,60
Pappireddipatti,VTK,4,0,False,Ring,Ganesan. S,Male,91099,Diploma / ITI,45,,,₹2.65 L,,others,60
Pappireddipatti,AIPTMMK,5,0,False,Coconut farm,Chennakrishnan. V,Male,91100,12th Grade (HSC / +2),52,,,₹34.88 L,,ajpk,60
Pappireddipatti,TVK,6,0,False,Whistle,Thilagavathi. S,Female,91101,Master's Degree,33,,,₹38.79 L,,tvk,60
Pappireddipatti,TMK,7,0,False,Well,Poovarasu,Male,91102,10th Grade (SSLC),39,,,"₹25,000",,others,60
Pappireddipatti,NMK,8,0,False,Pen nib with seven rays,Jamunarani. M,Female,91085,12th Grade (HSC / +2),49,,,₹60.35 L,,others,60
Pappireddipatti,IND,9,0,False,Batsman,Sathish. S,Male,91104,Master's Degree,37,,,₹4.00 L,,independent,60
Pappireddipatti,IND,10,0,False,Bucket,Chinnasamy. P,Male,91105,Diploma / ITI,37,,,"₹75,000",,independent,60
Pappireddipatti,IND,11,0,False,Gas cylinder,Tamilraj. K,Male,91106,Bachelor's Degree,49,,,₹65.25 L,,independent,60
Pappireddipatti,IND,12,0,False,Diamond,Palaniappan. R,Male,91107,10th Grade (SSLC),49,,,₹5.55 L,,independent,60
Pappireddipatti,IND,13,0,False,Bead necklace,Murugan. S,Male,91108,Bachelor's Degree,53,,,₹1.76 L,,independent,60
Pappireddipatti,IND,14,0,False,Door bell,Moorthi. P,Male,91109,5th Grade,56,,,"₹66,000",,independent,60
Harur,NTK,1,0,False,Farmer Carrying Plough,Anitha. A,Female,91110,Diploma / ITI,45,,,₹9.02 L,,ntk,61
Harur,DMK,2,0,False,Rising sun,Shanmugam. A,Male,91111,Not Specified,62,,,₹27.76 L,,spa,61
Harur,AIADMK,3,0,True,Two leaves,Sampathkumar. V,Male,91112,Bachelor's Degree,52,,,₹17.33 L,,nda,61
Harur,BSP,4,0,False,Elephant,Nehru. G,Male,91113,Diploma / ITI,51,,,₹1.21 L,,others,61
Harur,NMK,5,0,False,Pen nib with seven rays,Karuthammal. S,Female,91103,Diploma / ITI,31,,,₹10.21 L,,others,61
Harur,TMK,6,0,False,Well,Kuppuraj. K,Male,91115,Bachelor's Degree,48,,,"₹20,500",,others,61
Harur,TAVK,7,0,False,Camera,Manila. S,Female,91116,10th Grade (SSLC),42,,,₹34.87 L,,others,61
Harur,RPI (A),8,0,False,Ganna kisan,Marikannu. C,Male,91117,Not Specified,47,,,"₹15,500",,others,61
Harur,TVK,9,0,False,Whistle,Rakesh. K,Male,91118,Master's Degree,40,,,₹3.28 L,,tvk,61
Harur,BJCP,10,0,False,Stethoscope,Venkatesh (A) Dr. V.K.Swamy,Male,91119,Master's Degree,45,,,₹58.12 L,,others,61
Harur,IND,11,0,True,Cauliflower,Sampath. K,Male,91120,Not Specified,67,,,₹1.00 L,,independent,61
Harur,IND,12,0,False,Jackfruit,Sampath. C,Male,91121,Not Specified,57,,,₹23.93 L,,independent,61
Harur,IND,13,0,False,Telephone,Thangavel. K,Male,91122,Master's Degree,50,,,₹nan,,independent,61
Harur,IND,14,0,False,Gas cylinder,Parthipan. P,Male,91123,Bachelor's Degree,57,,,₹3.00 L,,independent,61
Chengam,DMK,1,0,False,Rising sun,M.P.Giri,Male,91124,12th Grade (HSC / +2),51,,,₹8.69 Cr,,spa,62
Chengam,AIADMK,2,0,False,Two leaves,S.Velu,Male,91125,Bachelor's Degree,53,,,₹6.99 Cr,,nda,62
Chengam,NTK,3,0,False,Farmer Carrying Plough,J.Shoba,Female,91126,Master's Degree,31,,,₹14.91 L,,ntk,62
Chengam,RPI (A),4,0,False,Ganna kisan,C Selvan,Male,91127,9th Grade,44,,,₹17.69 L,,others,62
Chengam,TVK,5,0,False,Whistle,K Bharathidhasan,Male,91128,Bachelor's Degree,46,,,₹24.33 L,,tvk,62
Chengam,MSKK,6,0,False,T.V.Remote,K Manikandan,Male,91129,12th Grade (HSC / +2),30,,,₹nan,,others,62
Chengam,TAVK,7,0,False,Camera,C.Malathi,Female,91130,8th Grade,39,,,₹nan,,others,62
Chengam,IND,8,0,False,Sitar,A.Chidambaram,Male,91131,12th Grade (HSC / +2),42,,,₹5.15 L,,independent,62
Chengam,IND,9,0,False,Gas cylinder,P.Selvam,Male,91132,Master's Degree,47,,,"₹15,121",,independent,62
Chengam,IND,10,0,False,Scissors,D Dhilipkumar,Male,91133,Diploma / ITI,28,,,₹8.60 L,,independent,62
Chengam,IND,11,0,False,Tea filter,A.Bharathi,Male,91134,Bachelor's Degree,34,,,"₹20,000",,independent,62
Chengam,IND,12,0,False,Bricks,A Poongodi,Female,91135,12th Grade (HSC / +2),35,,,₹15.12 L,,independent,62
Chengam,IND,13,0,False,Rubber stamp,M.Mugilarasan,Male,91136,Bachelor's Degree,33,,,₹1.43 L,,independent,62
Chengam,IND,14,0,False,Room cooler,M.Raman Masilamani,Male,91137,5th Grade,63,,,₹60.55 L,,independent,62
Chengam,IND,15,0,False,Binoculars,K.Velu,Male,91138,10th Grade (SSLC),35,,,"₹20,000",,independent,62
Tiruvannamalai,BJP,1,0,False,Lotus,Elumalai. C,Male,91139,8th Grade,54,,,"₹30,000",,nda,63
Tiruvannamalai,BSP,2,0,False,Elephant,Raj. S,Male,91140,Not Specified,51,,,₹12.51 L,,others,63
Tiruvannamalai,NTK,3,0,False,Farmer Carrying Plough,Vignesh. S,Male,91141,Bachelor's Degree,33,,,₹nan,,ntk,63
Tiruvannamalai,DMK,4,0,False,Rising sun,Velu. E.V,Male,91142,Master's Degree,76,,,₹23.45 Cr,,spa,63
Tiruvannamalai,TVK,5,0,False,Whistle,Arul Arumugam,Male,91143,Master's Degree,43,,,₹nan,,tvk,63
Tiruvannamalai,VTVTK,6,0,False,Pestle and mortar,Kannan. P,Male,91144,8th Grade,49,,,"₹10,000",,others,63
Tiruvannamalai,TPMK,7,0,False,Drill machine,Nakkiran. A,Male,91145,Primary (Up to 4th),51,,,"₹10,000",,others,63
Tiruvannamalai,RPI (A),8,0,False,Ganna kisan,Benny Rajan. C.J,Male,91146,Bachelor's Degree,48,,,₹27.11 L,,others,63
Tiruvannamalai,TAVK,9,0,False,Camera,Malli. S,Female,91147,10th Grade (SSLC),30,,,₹4.10 L,,others,63
Tiruvannamalai,NMK,10,0,False,Pen nib with seven rays,Vijayakumar. S,Male,91114,Not Specified,47,,,₹1.10 L,,others,63
Tiruvannamalai,ACDP,11,0,False,Jackfruit,Velu. V,Male,91149,Bachelor's Degree,39,,,₹27.33 L,,others,63
Tiruvannamalai,IND,12,0,False,Tea filter,Arul. K,Male,91150,9th Grade,39,,,"₹30,000",,independent,63
Tiruvannamalai,IND,13,0,False,Kettle,Arul Anand. V,Male,91151,Diploma / ITI,48,,,₹21.38 L,,independent,63
Tiruvannamalai,IND,14,0,False,Belt,Anbalagan. M,Male,91152,12th Grade (HSC / +2),63,,,"₹8,505",,independent,63
Tiruvannamalai,IND,15,0,False,Helmet,Adhithya Palanisamy. A,Male,91153,Master's Degree,40,,,₹nan,,independent,63
Tiruvannamalai,IND,16,0,False,Dish antenna,Ananth. A.M,Male,91154,Bachelor's Degree,47,,,₹nan,,independent,63
Tiruvannamalai,IND,17,0,False,Electric pole,Elumalai. A S/O Arumugam,Male,91155,Not Specified,65,,,₹6.50 L,,independent,63
Tiruvannamalai,IND,18,0,False,Cauliflower,Elumalai. C S/O Chinnakuzhanthai,Male,91156,8th Grade,54,,,"₹30,000",,independent,63
Tiruvannamalai,IND,19,0,False,Frock,Elumalai. C S/O Chinnarasu,Male,91157,8th Grade,41,,,"₹30,000",,independent,63
Tiruvannamalai,IND,20,0,False,Scissors,Kothandapani. B,Male,91158,10th Grade (SSLC),48,,,₹8.26 L,,independent,63
Tiruvannamalai,IND,21,0,False,Diamond,Salam .M,Male,91159,8th Grade,71,,,"₹10,800",,independent,63
Tiruvannamalai,IND,22,0,False,Television,Palani. N,Male,91160,12th Grade (HSC / +2),52,,,"₹60,000",,independent,63
Tiruvannamalai,IND,23,0,False,Chess board,Maheswari. R,Female,91161,Bachelor's Degree,50,,,₹94.70 L,,independent,63
Tiruvannamalai,IND,24,0,False,Funnel,Marikkannu. E,Male,91162,Bachelor's Degree,33,,,"₹30,000",,independent,63
Tiruvannamalai,IND,25,0,False,Bat,Moorthy. P,Male,91163,8th Grade,43,,,₹nan,,independent,63
Tiruvannamalai,IND,26,0,False,Pressure cooker,Ramesh. V,Male,91164,Bachelor's Degree,61,,,₹70.67 L,,independent,63
Tiruvannamalai,IND,27,0,False,Coconut farm,Raja. V,Male,91165,6th Grade,50,,,"₹10,000",,independent,63
Tiruvannamalai,IND,28,0,False,Immersion rod,Vignesh. M,Male,91166,Bachelor's Degree,34,,,"₹95,000",,independent,63
Tiruvannamalai,IND,29,0,False,Brush,Venkatesan. M,Male,91167,Diploma / ITI,33,,,₹12.40 L,,independent,63
Tiruvannamalai,IND,30,0,False,Bench,Velu. K,Male,91168,8th Grade,42,,,₹1.97 L,,independent,63
Kilpennathur,AIADMK,1,0,False,Two leaves,Ramachandran.S,Male,91169,10th Grade (SSLC),65,,,₹12.42 Cr,,nda,64
Kilpennathur,DMK,2,0,False,Rising sun,Pitchandi.K,Male,91170,Master's Degree,71,,,₹7.95 Cr,,spa,64
Kilpennathur,NTK,3,0,False,Farmer Carrying Plough,Loganathan.V,Male,91171,Bachelor's Degree,40,,,₹1.10 Cr,,ntk,64
Kilpennathur,TPMK,4,0,False,Drill machine,Shanmugam.A,Male,91172,Not Specified,58,,,"₹10,000",,others,64
Kilpennathur,TAVK,5,0,False,Camera,Rajasekar.P,Male,91173,10th Grade (SSLC),41,,,₹1.75 L,,others,64
Kilpennathur,TVK,6,0,False,Whistle,Raja.D,Male,91174,Master's Degree,33,,,₹3.57 L,,tvk,64
Kilpennathur,ACDP,7,0,False,Water melon,Lokeshwaran.R,Male,91175,Diploma / ITI,27,,,₹6.50 L,,others,64
Kilpennathur,AJPK,8,0,False,Gas cylinder,Janakiraman.R,Male,91176,12th Grade (HSC / +2),61,,,₹3.46 L,,ajpk,64
Kilpennathur,IND,9,0,False,Batsman,Athiyamaan.M,Male,91177,Master's Degree,33,,,₹1.80 L,,independent,64
Kilpennathur,IND,10,0,False,Cauliflower,Ramachandran.K,Male,91178,Not Specified,55,,,₹3.40 L,,independent,64
Kilpennathur,IND,11,0,False,Balloon,Sasikumar.S,Male,91179,12th Grade (HSC / +2),49,,,₹7.71 L,,independent,64
Kilpennathur,IND,12,0,False,Cot,Santhoshkumar.E,Male,91180,10th Grade (SSLC),35,,,"₹96,600",,independent,64
Kilpennathur,IND,13,0,False,Capsicum,Sampathraj.M,Male,91181,Bachelor's Degree,46,,,₹4.55 L,,independent,64
Kilpennathur,IND,14,0,False,Tennis racket & ball,Suryaprakash.S,Male,91182,Doctorate (Ph.D / MD),34,,,₹8.99 L,,independent,64
Kilpennathur,IND,15,0,False,Scissors,Dhilipkumar.D,Male,91183,Diploma / ITI,28,,,₹8.60 L,,independent,64
Kilpennathur,IND,16,0,False,Bread,Pichandi.D,Male,91184,Bachelor's Degree,61,,,"₹90,450",,independent,64
Kilpennathur,IND,17,0,False,Carrom board,Pichandi.R,Male,91185,10th Grade (SSLC),55,,,"₹82,660",,independent,64
Kilpennathur,IND,18,0,False,Tiller,Pichandi.V,Male,91186,8th Grade,60,,,"₹82,660",,independent,64
Kilpennathur,IND,19,0,False,T.V.Remote,Murugan.M,Male,91187,12th Grade (HSC / +2),53,,,₹6.22 L,,independent,64
Kilpennathur,IND,20,0,False,Gas Stove,Ramachandran.K,Male,91188,10th Grade (SSLC),47,,,"₹51,108",,independent,64
Kilpennathur,IND,21,0,False,Cake,Ramachandiran.R,Male,91189,9th Grade,35,,,₹1.20 L,,independent,64
Kilpennathur,IND,22,0,False,Road roller,Rajasekar.I,Male,91190,10th Grade (SSLC),34,,,₹5.63 L,,independent,64
Kilpennathur,IND,23,0,False,Diamond,Rajkumar.R,Male,91191,Not Specified,38,,,₹1.00 L,,independent,64
Kalasapakkam,AIADMK,1,0,False,Two leaves,Agri Krishnamurthy. S S,Male,91192,Not Specified,56,,,₹4.96 L,,nda,65
Kalasapakkam,DMK,2,0,True,Rising sun,Saravanan. P.S.T,Male,91193,Master's Degree,57,,,₹nan,,spa,65
Kalasapakkam,NTK,3,0,False,Farmer Carrying Plough,Seetha Sivanandam. P,Female,91194,Master's Degree,36,,,₹3.67 L,,ntk,65
Kalasapakkam,TVK,4,0,False,Whistle,Elumalai. P,Male,91195,Bachelor's Degree,34,,,₹1.89 L,,tvk,65
Kalasapakkam,NMK,5,0,False,Pen nib with seven rays,Sathya. V,Female,91148,9th Grade,35,,,"₹90,000",,others,65
Kalasapakkam,TAVK,6,0,False,Camera,Saravanan. V,Male,91197,10th Grade (SSLC),39,,,₹1.86 L,,others,65
Kalasapakkam,AJPK,7,0,False,Gas cylinder,Suman. M,Male,91198,12th Grade (HSC / +2),43,,,₹21.50 L,,ajpk,65
Kalasapakkam,IND,8,0,False,Electric pole,Elumalai. S,Male,91199,10th Grade (SSLC),46,,,₹95.88 L,,independent,65
Kalasapakkam,IND,9,0,False,Bucket,Elumalai. T,Male,91200,12th Grade (HSC / +2),61,,,₹8.61 L,,independent,65
Kalasapakkam,IND,10,0,False,Pressure cooker,Kamaraj. G,Male,91201,10th Grade (SSLC),46,,,"₹41,034",,independent,65
Kalasapakkam,IND,11,0,False,Noodles bowl,Krishnamurthy. S,Male,91202,Not Specified,56,,,₹4.96 L,,independent,65
Kalasapakkam,IND,12,0,False,Peanuts,Krishnamurthy. M,Male,91203,5th Grade,54,,,₹4.00 L,,independent,65
Kalasapakkam,IND,13,0,False,Peas,Krishnamurthy. R,Male,91204,5th Grade,63,,,"₹15,500",,independent,65
Kalasapakkam,IND,14,0,False,Scissors,Kothandapani. B,Male,91205,10th Grade (SSLC),48,,,₹8.26 L,,independent,65
Kalasapakkam,IND,15,0,False,Air conditioner,Saravanan. K,Male,91206,10th Grade (SSLC),42,,,₹41.51 L,,independent,65
Kalasapakkam,IND,16,0,False,Cot,Santhakumaran. A,Male,91207,Bachelor's Degree,44,,,"₹40,000",,independent,65
