constituency,party,slNo,criminal,incumbent,symbol,name,gender,id,education,age,image,profession,assets,minister,alliance,acNo
Srivilliputhur,IND,13,0,False,Stethoscope,Muthuraj.U,Male,93495,6th Grade,44,,,₹64.50 L,,independent,203
Srivilliputhur,IND,14,0,False,Mike,Murugesan.S,Male,93496,10th Grade (SSLC),47,,,"₹42,000",,independent,203
Sattur,NTK,1,0,False,Farmer Carrying Plough,Anandharaja. D,Male,93497,Bachelor's Degree,49,,,₹2.13 Cr,,ntk,204
Sattur,DMK,2,0,False,Rising sun,Kadarkarairaj. A,Male,93498,10th Grade (SSLC),67,,,₹1.91 Cr,,spa,204
Sattur,BSP,3,0,False,Elephant,Kamala Vel Selvan. P,Male,93499,Bachelor's Degree,53,,,₹1.15 Cr,,others,204
Sattur,BJP,4,0,False,Lotus,Nainar Nagenthran,Male,93500,Not Specified,65,,,₹nan,,nda,204
Sattur,TVK,5,0,False,Whistle,Ajith. M,Male,93501,Master's Degree,32,,,₹nan,,tvk,204
Sattur,AIPTMMK,6,0,False,Coconut farm,Esakkiraja. K,Male,93502,Not Specified,39,,,₹10.27 L,,ajpk,204
Sattur,PMTDK,7,0,False,Baby walker,Thanga Durai. P,Male,93503,10th Grade (SSLC),33,,,₹9.92 L,,others,204
Sattur,TAMNK,8,0,False,Electric pole,Muthukannu. C,Male,93504,Bachelor's Degree,59,,,₹12.13 L,,others,204
Sattur,PT,9,0,False,Gas cylinder,Velmurugan. S,Male,93505,10th Grade (SSLC),50,,,"₹73,000",,others,204
Sattur,IND,10,0,False,Ring,Ajithkumar. S,Male,93506,Bachelor's Degree,28,,,₹6.84 L,,independent,204
Sattur,IND,11,0,False,Bat,Kaliraj. M,Male,93507,Not Specified,34,,,₹7.25 L,,independent,204
Sattur,IND,12,0,False,Ship,Saravanan. P,Male,93508,Bachelor's Degree,52,,,"₹58,000",,independent,204
Sattur,IND,13,0,False,Mike,Thanga Mariappan. J,Male,93509,Bachelor's Degree,53,,,"₹49,000",,independent,204
Sattur,IND,14,0,False,Belt,Narmada Nandhakumar,Female,93510,Master's Degree,48,,,"₹50,000",,independent,204
Sattur,IND,15,0,False,Spanner,Mahendran. M,Male,93511,Master's Degree,32,,,₹5.43 L,,independent,204
Sattur,IND,16,0,False,Matchbox,Maheshkumar. M,Male,93512,Bachelor's Degree,36,,,₹1.56 L,,independent,204
Sattur,IND,17,0,False,Diamond,Manivasagam.S,Male,93513,Bachelor's Degree,47,,,₹1.00 L,,independent,204
Sattur,IND,18,0,False,Gas Stove,Mayakkannan. V,Male,93514,Bachelor's Degree,35,,,₹nan,,independent,204
Sattur,IND,19,0,False,Battery Torch,Mutharasan. M,Male,93515,Master's Degree,37,,,₹21.40 L,,independent,204
Sattur,IND,20,0,False,Jackfruit,Ramesh Kumar. B,Male,93516,Diploma / ITI,45,,,₹1.12 L,,independent,204
Sattur,IND,21,0,False,Sewing machine,Vijendran. G,Male,93517,Doctorate (Ph.D / MD),67,,,₹74.05 L,,independent,204
Sattur,IND,22,0,False,Telephone,Venkatesan. M,Male,93518,Not Specified,31,,,₹7.32 L,,independent,204
Sivakasi,INC,1,0,True,Hand,Ashokan G,Male,93519,Bachelor's Degree,67,,,₹57.94 Cr,,spa,205
Sivakasi,NTK,2,0,False,Farmer Carrying Plough,Esther Mary Diana A,Female,93520,12th Grade (HSC / +2),45,,,₹30.49 L,,ntk,205
Sivakasi,BSP,3,0,False,Elephant,Suresh K,Male,93521,Bachelor's Degree,32,,,"₹26,450",,others,205
Sivakasi,AIADMK,4,0,False,Two leaves,Rajenthrabhalaji K T,Male,93522,10th Grade (SSLC),62,,,₹3.29 Cr,,nda,205
Sivakasi,AIPTMMK,5,0,False,Coconut farm,Ganesan M,Male,93523,9th Grade,70,,,₹4.99 Cr,,ajpk,205
Sivakasi,PT,6,0,False,Gas cylinder,Kanipandi M,Male,93524,7th Grade,29,,,₹48.50 L,,others,205
Sivakasi,TVK,7,0,False,Whistle,Keerthana S,Female,93525,Master's Degree,30,,,₹22.58 L,,tvk,205
Sivakasi,CPI(ML),8,0,False,Flag with three stars,Chinnadurai Alias Dimitro S,Male,93526,Not Specified,38,,,₹6.20 L,,others,205
Sivakasi,IND,9,0,False,Matchbox,Ganesan S,Male,93527,8th Grade,57,,,₹6.42 L,,independent,205
Sivakasi,IND,10,0,False,Gift pack,Ganesan V,Male,93528,Not Specified,70,,,₹3.30 L,,independent,205
Sivakasi,IND,11,0,False,Pen drive,Nagalakshmi V,Female,93529,Diploma / ITI,59,,,₹12.08 L,,independent,205
Sivakasi,IND,12,0,False,Bucket,Murugan M,Male,93530,9th Grade,43,,,₹1.57 L,,independent,205
Sivakasi,IND,13,0,False,Pressure cooker,Ramesh P,Male,93531,Bachelor's Degree,39,,,₹11.29 L,,independent,205
Sivakasi,IND,14,0,False,Camera,Venkatesh V,Male,93532,Bachelor's Degree,33,,,₹33.56 L,,independent,205
Virudhunagar,AIADMK,1,0,False,Two leaves,Ganesan V.G,Male,93533,10th Grade (SSLC),51,,,₹52.55 Cr,,nda,206
Virudhunagar,NTK,2,0,False,Farmer Carrying Plough,Lakshmanan,Male,93534,Bachelor's Degree,27,,,₹9.84 L,,ntk,206
Virudhunagar,DMDK,3,0,False,Nagara,Vijayaprabhakar,Male,93535,Not Specified,35,,,₹21.74 Cr,,spa,206
Virudhunagar,TVK,4,0,False,Whistle,Selvam P,Male,93536,Not Specified,31,,,₹nan,,tvk,206
Virudhunagar,PT,5,0,False,Gas cylinder,Balasubramaniam M,Male,90831,3rd Grade,57,,,₹3.30 L,,others,206
Virudhunagar,NMEK,6,0,False,Battery Torch,Rathinaraja S,Male,93538,Master's Degree,54,,,₹2.21 Cr,,others,206
Virudhunagar,DMMK,7,0,False,Mike,Vikraman N,Male,93539,Doctorate (Ph.D / MD),41,,,"₹17,000",,others,206
Virudhunagar,IND,8,0,False,Throwing a javelin,Amirtha Pandi M.V,Male,93540,12th Grade (HSC / +2),30,,,"₹12,500",,independent,206
Virudhunagar,IND,9,0,False,Noodles bowl,Ajay I,Male,93541,12th Grade (HSC / +2),27,,,₹3.39 L,,independent,206
Virudhunagar,IND,10,0,False,Ring,Gunasundaram R,Male,93542,Doctorate (Ph.D / MD),71,,,"₹8,500",,independent,206
Virudhunagar,IND,11,0,False,Diamond,Gurusamy S,Male,93543,10th Grade (SSLC),68,,,"₹83,744",,independent,206
Virudhunagar,IND,12,0,False,Ship,Santhosh Kumar R,Male,93544,Master's Degree,29,,,"₹21,000",,independent,206
Virudhunagar,IND,13,0,False,Bat,Subburaj K,Male,93545,8th Grade,48,,,₹2.31 L,,independent,206
Virudhunagar,IND,14,0,False,Pressure cooker,Muthuvel S,Male,93546,Bachelor's Degree,58,,,₹8.92 L,,independent,206
Virudhunagar,IND,15,0,False,Electric pole,Ranjith S,Male,93547,Bachelor's Degree,30,,,₹1.42 L,,independent,206
Aruppukkottai,DMK,1,0,False,Rising sun,Ramachandran. K.K.S.S.R,Male,93548,10th Grade (SSLC),76,,,₹1.65 Cr,,spa,207
Aruppukkottai,AIADMK,2,0,False,Two leaves,Sethupathy. S,Male,93549,Not Specified,53,,,₹nan,,nda,207
Aruppukkottai,NTK,3,0,False,Farmer Carrying Plough,Manimaran. G,Male,93550,Diploma / ITI,41,,,₹45.62 L,,ntk,207
Aruppukkottai,ETMK,4,0,False,Jackfruit,Elango. G,Male,93551,Diploma / ITI,45,,,₹16.78 L,,others,207
Aruppukkottai,PMTDK,5,0,False,Baby walker,Ganesan. V,Male,93552,10th Grade (SSLC),41,,,₹41.71 L,,others,207
Aruppukkottai,TVK,6,0,False,Whistle,Karthik Kumar. K,Male,93553,Diploma / ITI,31,,,₹20.72 L,,tvk,207
Aruppukkottai,DMMK,7,0,False,Mike,Sanjay Gandhi. V,Male,93554,10th Grade (SSLC),34,,,"₹11,866",,others,207
Aruppukkottai,AIPTMMK,8,0,False,Coconut farm,Dharmaraj. P,Male,93555,Not Specified,47,,,₹13.05 L,,ajpk,207
Aruppukkottai,PT,9,0,False,Gas cylinder,Ragupathi. K,Male,93556,Bachelor's Degree,51,,,₹2.41 L,,others,207
Aruppukkottai,IND,10,0,False,Gift pack,Arumugam. V,Male,93557,Diploma / ITI,29,,,₹nan,,independent,207
Aruppukkottai,IND,11,0,False,Pressure cooker,Anandhan. A,Male,93558,8th Grade,58,,,₹11.31 L,,independent,207
Aruppukkottai,IND,12,0,False,Well,Karthik. M,Male,93559,5th Grade,31,,,"₹20,000",,independent,207
Aruppukkottai,IND,13,0,False,Helmet,Advocate Sadhuragiri. M,Male,93560,Bachelor's Degree,27,,,₹1.04 L,,independent,207
Aruppukkottai,IND,14,0,False,Batsman,Chinnasamy. G,Male,93561,6th Grade,48,,,₹7.27 L,,independent,207
Aruppukkottai,IND,15,0,False,Bucket,Sundaramahalingam. A,Male,93562,12th Grade (HSC / +2),39,,,"₹51,000",,independent,207
Aruppukkottai,IND,16,0,False,Balloon,Sundaramoorthi. S,Male,93563,Not Specified,41,,,₹16.20 L,,independent,207
Aruppukkottai,IND,17,0,False,Electric pole,Sureshkumar. K,Male,93564,10th Grade (SSLC),30,,,"₹20,000",,independent,207
Aruppukkottai,IND,18,0,False,Computer,Senthilkumar. S,Male,93565,Bachelor's Degree,48,,,₹60.00 L,,independent,207
Aruppukkottai,IND,19,0,False,Biscuit,Palanikumar. M,Male,93566,10th Grade (SSLC),46,,,₹62.03 L,,independent,207
Aruppukkottai,IND,20,0,False,Bat,Marivel. K,Male,93567,12th Grade (HSC / +2),35,,,₹28.65 L,,independent,207
Aruppukkottai,IND,21,0,False,Iron,Muniyandi. M,Male,93568,5th Grade,46,,,"₹50,000",,independent,207
Aruppukkottai,IND,22,0,False,Laptop,Ramakrishnan. S,Male,93569,9th Grade,32,,,₹1.17 L,,independent,207
Aruppukkottai,IND,23,0,False,Matchbox,Ramamoorthy. G,Male,93570,Master's Degree,48,,,"₹36,500",,independent,207
Aruppukkottai,IND,24,0,False,Ring,Veeraraj. R,Male,93571,5th Grade,28,,,"₹50,000",,independent,207
Aruppukkottai,IND,25,0,False,Calculator,Venkatesan. P.S,Male,93572,12th Grade (HSC / +2),59,,,₹15.50 L,,independent,207
Tiruchuli,NTK,1,0,False,Farmer Carrying Plough,Avarangadu Karthik Raja,Male,93573,Master's Degree,34,,,₹nan,,ntk,208
Tiruchuli,DMK,2,0,True,Rising sun,Thangam Thenarasu,Male,93574,Bachelor's Degree,59,,,₹1.55 Cr,,spa,208
Tiruchuli,AIADMK,3,0,False,Two leaves,Rajavarman.M.S.R,Male,93575,10th Grade (SSLC),53,,,₹10.54 Cr,,nda,208
Tiruchuli,ETMK,4,0,False,Jackfruit,Kannan.G,Male,93576,Diploma / ITI,39,,,₹19.10 L,,others,208
Tiruchuli,PT,5,0,False,Gas cylinder,Gunasekaran.G,Male,93577,8th Grade,53,,,₹1.12 L,,others,208
Tiruchuli,TVK,6,0,False,Whistle,Samayan.S,Male,93578,6th Grade,35,,,₹21.37 L,,tvk,208
Tiruchuli,AIPTMMK,7,0,False,Coconut farm,Murugesapandian.T,Male,93579,12th Grade (HSC / +2),63,,,₹22.74 L,,ajpk,208
Tiruchuli,TAVK,8,0,False,Camera,Rajkumar.D,Male,93580,9th Grade,49,,,₹58.05 L,,others,208
Tiruchuli,ASP,9,0,False,Bricks,Vellaisamy.P,Male,93581,5th Grade,63,,,₹24.30 L,,others,208
Tiruchuli,IND,10,0,False,Electric pole,Aravinthasamy.J,Male,93582,Diploma / ITI,28,,,₹2.02 L,,independent,208
Tiruchuli,IND,11,0,False,Swing,Kalimuthu.S,Male,93583,10th Grade (SSLC),55,,,₹nan,,independent,208
Tiruchuli,IND,12,0,False,Tennis racket & ball,Gurusamy.T,Male,93584,6th Grade,63,,,₹88.82 L,,independent,208
Tiruchuli,IND,13,0,False,Refrigerator,Chenna Kesavan.P,Male,93585,7th Grade,45,,,₹nan,,independent,208
Tiruchuli,IND,14,0,False,CCTV Camera,Sethuramalingam.S,Male,93586,10th Grade (SSLC),81,,,"₹39,908",,independent,208
Tiruchuli,IND,15,0,False,Helmet,Advocate Thangapandian,Male,93587,Bachelor's Degree,42,,,₹17.55 L,,independent,208
Tiruchuli,IND,16,0,False,Balloon,Nallamaruthu.K,Male,93588,10th Grade (SSLC),45,,,₹5.51 L,,independent,208
Tiruchuli,IND,17,0,False,Door bell,Palaniyandi.M,Male,93589,12th Grade (HSC / +2),52,,,"₹57,000",,independent,208
Tiruchuli,IND,18,0,False,Telephone,Malai Alagu.M,Male,93590,Bachelor's Degree,43,,,₹2.20 L,,independent,208
Tiruchuli,IND,19,0,False,Capsicum,Marimuthu.M,Male,93591,5th Grade,49,,,₹1.53 L,,independent,208
Tiruchuli,IND,20,0,False,Flute,Marnadu.M,Male,93592,8th Grade,51,,,₹14.28 L,,independent,208
Tiruchuli,IND,21,0,False,Coat,Muniyasamy.R,Male,93593,8th Grade,49,,,₹1.20 L,,independent,208
Tiruchuli,IND,22,0,False,Chain,Rajangam.C,Male,93594,10th Grade (SSLC),64,,,₹6.02 L,,independent,208
Tiruchuli,IND,23,0,False,Lighter,Jeyachitra,Female,93595,10th Grade (SSLC),39,,,"₹15,000",,independent,208
Paramakudi,NTK,1,0,False,Farmer Carrying Plough,Ezhil Elavarasi. R,Female,93596,Bachelor's Degree,38,,,₹56.60 L,,ntk,209
Paramakudi,DMK,2,0,False,Rising sun,Advocate. Kathiravan. K.K,Male,93597,Bachelor's Degree,40,,,₹79.42 L,,spa,209
Paramakudi,AIADMK,3,0,False,Two leaves,Dr. Muthiah. S,Male,93598,Not Specified,69,,,₹5.58 Cr,,nda,209
Paramakudi,AIPTMMK,4,0,False,Coconut farm,Amirtha. M,Female,93599,Bachelor's Degree,42,,,₹11.72 L,,ajpk,209
Paramakudi,PT,5,0,False,Gas cylinder,Rathina Prakash. K,Male,93600,Bachelor's Degree,46,,,₹21.20 L,,others,209
Paramakudi,TVK,6,0,False,Whistle,Gopirajan. G,Male,93601,Master's Degree,48,,,₹45.12 L,,tvk,209
Paramakudi,IND,7,0,False,Diamond,Kathiravan. R,Male,93602,Bachelor's Degree,32,,,"₹50,000",,independent,209
Paramakudi,IND,8,0,False,Gramophone,Karthik Vani. B,Male,93603,12th Grade (HSC / +2),35,,,"₹86,000",,independent,209
Paramakudi,IND,9,0,False,Pen drive,Muththiah. M,Male,93604,Primary (Up to 4th),69,,,"₹13,000",,independent,209
Paramakudi,IND,10,0,False,Dish antenna,Radha Krishnan. G,Male,93605,Bachelor's Degree,29,,,"₹50,000",,independent,209
Paramakudi,IND,11,0,False,Kettle,Raja. M,Male,93606,Master's Degree,45,,,"₹50,000",,independent,209
Paramakudi,IND,12,0,False,Ship,Raju. A,Male,93607,Diploma / ITI,37,,,"₹1,040",,independent,209
Tiruvadanai,INC,1,0,True,Hand,Rm. Karumanickam,Male,93608,Bachelor's Degree,40,,,₹3.21 Cr,,spa,210
Tiruvadanai,AIADMK,2,0,False,Two leaves,M.Keerthika,Female,93609,Master's Degree,49,,,₹6.20 Cr,,nda,210
Tiruvadanai,NTK,3,0,False,Farmer Carrying Plough,N Premnath,Male,93610,Bachelor's Degree,32,,,₹4.83 L,,ntk,210
Tiruvadanai,BSP,4,0,False,Elephant,A Muthusamy,Male,93611,Bachelor's Degree,61,,,₹nan,,others,210
Tiruvadanai,IDMK,5,0,False,Television,R Ilaiyaraja,Male,93612,Primary (Up to 4th),37,,,₹1.08 L,,others,210
Tiruvadanai,TAVK,6,0,False,Camera,K Kaleeswaran,Male,93613,8th Grade,40,,,₹13.22 L,,others,210
Tiruvadanai,AIFB,7,0,False,Lion,S Suresh Kasini Venthan,Male,93614,10th Grade (SSLC),49,,,₹31.32 L,,others,210
Tiruvadanai,PT,8,0,False,Gas cylinder,S.Balusamy,Male,93615,10th Grade (SSLC),66,,,₹21.44 L,,others,210
Tiruvadanai,TVK,9,0,False,Whistle,Rajeev,Male,93616,Bachelor's Degree,33,,,₹nan,,tvk,210
Tiruvadanai,IND,10,0,False,Matchbox,Ms Abdul Bakki,Male,93617,7th Grade,42,,,₹14.35 L,,independent,210
Tiruvadanai,IND,11,0,False,Almirah,Alla Pichai,Male,93618,Bachelor's Degree,81,,,₹12.66 L,,independent,210
Tiruvadanai,IND,12,0,False,Ship,Alagarsamy Pandian,Male,93619,10th Grade (SSLC),47,,,₹3.03 L,,independent,210
Tiruvadanai,IND,13,0,False,Balloon,N Anbu Bagurudeen,Male,93620,7th Grade,70,,,₹7.43 L,,independent,210
Tiruvadanai,IND,14,0,False,Black board,Sakthik Kumar,Male,93621,12th Grade (HSC / +2),45,,,₹1.00 L,,independent,210
Tiruvadanai,IND,15,0,False,Bucket,B Sikkandar,Male,93622,Bachelor's Degree,39,,,"₹41,500",,independent,210
Tiruvadanai,IND,16,0,False,Refrigerator,A Segu Ali Uduman,Male,93623,9th Grade,59,,,"₹50,000",,independent,210
Tiruvadanai,IND,17,0,False,Flute,R Thilageswaran,Male,93624,Bachelor's Degree,32,,,₹nan,,independent,210
Tiruvadanai,IND,18,0,False,Mike,A Dinesh Kumar,Male,93625,Bachelor's Degree,32,,,₹13.85 L,,independent,210
Tiruvadanai,IND,19,0,False,Bat,Devasitham,Male,93626,Bachelor's Degree,39,,,"₹91,015",,independent,210
Tiruvadanai,IND,20,0,False,Ring,A Mani,Male,93627,6th Grade,81,,,"₹15,000",,independent,210
Tiruvadanai,IND,21,0,False,Coconut farm,M.Vijay,Male,93628,Bachelor's Degree,30,,,₹12.49 L,,independent,210
Ramanathapuram,DMK,1,0,True,Rising sun,Katharbatcha Muthuramalingam,Male,93629,12th Grade (HSC / +2),54,,,₹76.44 L,,spa,211
Ramanathapuram,BJP,2,0,False,Lotus,Gbs K.Nagendran,Male,93630,Bachelor's Degree,57,,,₹41.47 Cr,,nda,211
Ramanathapuram,NTK,3,0,False,Farmer Carrying Plough,S.M.Muthu Kesavan,Male,93631,Bachelor's Degree,32,,,₹1.47 Cr,,ntk,211
Ramanathapuram,APTADMK,4,0,False,Jackfruit,Dr.J.Abubakkar Sithick,Male,93632,Bachelor's Degree,51,,,₹23.62 L,,others,211
Ramanathapuram,TVK,5,0,False,Whistle,Shahul Hameed,Male,93633,Doctorate (Ph.D / MD),57,,,₹30.82 Cr,,tvk,211
Ramanathapuram,VTVTK,6,0,False,Pestle and mortar,C.Parirajan,Male,93634,5th Grade,36,,,₹5.46 L,,others,211
Ramanathapuram,CPI(ML),7,0,False,Flag with three stars,S.Murugaboopathy,Male,93635,Bachelor's Degree,56,,,₹60.21 L,,others,211
Ramanathapuram,IND,8,0,False,Ship,Kan Ilango,Male,93636,Bachelor's Degree,55,,,₹1.09 Cr,,independent,211
Ramanathapuram,IND,9,0,False,Cauliflower,Karthigai Pandi,Male,93637,10th Grade (SSLC),41,,,"₹60,000",,independent,211
Ramanathapuram,IND,10,0,False,Gas cylinder,A.Chinna Raja,Male,93638,9th Grade,38,,,₹39.18 L,,independent,211
Ramanathapuram,IND,11,0,False,Water melon,Balakrishnan,Male,93639,8th Grade,65,,,₹1.28 L,,independent,211
Ramanathapuram,IND,12,0,False,Balloon,Pullani,Male,92687,6th Grade,43,,,₹3.31 L,,independent,211
Ramanathapuram,IND,13,0,False,Flute,K.Maleswaran,Male,93641,12th Grade (HSC / +2),40,,,₹22.73 L,,independent,211
Mudhukulathur,NTK,1,0,False,Farmer Carrying Plough,Chandra Prabha Jeyapal,Female,93642,Doctorate (Ph.D / MD),56,,,₹51.63 L,,ntk,212
Mudhukulathur,AIADMK,2,0,False,Two leaves,S.Pandi,Male,93643,8th Grade,79,,,₹18.21 Cr,,nda,212
Mudhukulathur,DMK,3,0,True,Rising sun,R.S.Rajakannappan,Male,93644,Bachelor's Degree,77,,,₹23.34 L,,spa,212
Mudhukulathur,NAMK,4,0,False,Pen nib with seven rays,M.Irulandi,Male,93958,5th Grade,39,,,"₹91,000",,others,212
Mudhukulathur,NIP,5,0,False,Spanner,A.Saravanakumar,Male,93646,8th Grade,45,,,₹nan,,others,212
Mudhukulathur,TAVK,6,0,False,Camera,K.Senthil Mallar,Male,93647,Master's Degree,48,,,₹7.12 L,,others,212
Mudhukulathur,PMTDK,7,0,False,Baby walker,G.Selvaraj,Male,93648,12th Grade (HSC / +2),40,,,₹68.02 L,,others,212
Mudhukulathur,TVK,8,0,False,Whistle,Malarvizhi. B,Female,93649,9th Grade,48,,,₹94.71 L,,tvk,212
Mudhukulathur,PT,9,0,False,Gas cylinder,C.Malaiselvam,Male,93650,10th Grade (SSLC),47,,,₹nan,,others,212
Mudhukulathur,AIPTMMK,10,0,False,Coconut farm,Dr.R.Ramkumar,Male,93651,Bachelor's Degree,35,,,₹64.05 L,,ajpk,212
Mudhukulathur,IND,11,0,False,Football player,K.Gangai Amaran,Male,93652,Bachelor's Degree,34,,,₹2.11 L,,independent,212
Mudhukulathur,IND,12,0,False,Boat with man and sail,M.Karuppa Samy,Male,93653,8th Grade,25,,,"₹20,500",,independent,212
Mudhukulathur,IND,13,0,False,Bricks,C.Kengusamy,Male,93654,12th Grade (HSC / +2),26,,,₹8.90 L,,independent,212
Mudhukulathur,IND,14,0,False,Jackfruit,Sathiyam C.Saravanan,Male,93655,Master's Degree,40,,,₹27.80 L,,independent,212
Mudhukulathur,IND,15,0,False,Electric pole,V.Pandi,Male,93656,8th Grade,61,,,₹55.98 L,,independent,212
Mudhukulathur,IND,16,0,False,Matchbox,M.Boominathan (A) M.K.Vaiyavan,Male,93657,Bachelor's Degree,43,,,₹2.32 L,,independent,212
Mudhukulathur,IND,17,0,False,Road roller,K.Murugan,Male,93658,10th Grade (SSLC),44,,,₹7.66 L,,independent,212
Mudhukulathur,IND,18,0,False,Battery Torch,R.Moovendran,Male,93659,Master's Degree,37,,,"₹88,309",,independent,212
Mudhukulathur,IND,19,0,False,Cauliflower,Ravi Govinthan,Male,93660,Not Specified,55,,,₹26.33 L,,independent,212
Mudhukulathur,IND,20,0,False,Ship,K.Rajakumar,Male,93661,Bachelor's Degree,43,,,₹7.03 L,,independent,212
Vilathikulam,AIADMK,1,0,False,Two leaves,R.Sathya,Female,93662,Bachelor's Degree,48,,,₹1.62 Cr,,nda,213
Vilathikulam,NTK,2,0,False,Farmer Carrying Plough,Balaji Ramachandran,Male,93663,Master's Degree,36,,,₹14.34 L,,ntk,213
Vilathikulam,DMK,3,0,False,Rising sun,Markandayan G V,Male,93664,Bachelor's Degree,49,,,₹32.13 L,,spa,213
Vilathikulam,TVK,4,0,False,Whistle,P.Kasiram,Male,93665,7th Grade,44,,,₹56.26 L,,tvk,213
Vilathikulam,NIP,5,0,False,Spanner,R.Perumal,Male,92099,6th Grade,53,,,₹1.02 Cr,,others,213
Vilathikulam,AIPTMMK,6,0,False,Coconut farm,C.Ponpandi,Male,93667,10th Grade (SSLC),39,,,₹7.05 L,,ajpk,213
Vilathikulam,PT,7,0,False,Gas cylinder,P.Madasamy,Male,93668,Not Specified,50,,,₹12.55 L,,others,213
Vilathikulam,IND,8,0,False,Diamond,K.Ajay Kumar,Male,93669,Diploma / ITI,26,,,"₹54,781",,independent,213
Vilathikulam,IND,9,0,False,Bat,V.Ganesan,Male,93670,10th Grade (SSLC),50,,,₹nan,,independent,213
Vilathikulam,IND,10,0,False,T.V.Remote,A.Patturaj,Male,93671,10th Grade (SSLC),43,,,₹5.97 L,,independent,213
Vilathikulam,IND,11,0,False,Air conditioner,A.Prabahar,Male,93672,Bachelor's Degree,33,,,₹14.43 L,,independent,213
Vilathikulam,IND,12,0,False,Television,M.Ponnusamy,Male,93673,10th Grade (SSLC),59,,,₹8.43 L,,independent,213
Vilathikulam,IND,13,0,False,Calculator,G.Muniyasamy,Male,93674,9th Grade,53,,,₹8.29 L,,independent,213
Vilathikulam,IND,14,0,False,Matchbox,P.Rajasekaran,Male,93675,Master's Degree,59,,,₹15.32 L,,independent,213
Vilathikulam,IND,15,0,False,Balloon,P.Jeyakumar,Male,93676,Bachelor's Degree,50,,,"₹10,000",,independent,213
Thoothukkudi,DMK,1,0,True,Rising sun,P.Geetha Jeevan,Female,93677,Master's Degree,55,,,₹1.81 Cr,True,spa,214
Thoothukkudi,AIADMK,2,0,False,Two leaves,Chellapandian S.T,Male,93678,Master's Degree,70,,,₹15.26 Cr,,nda,214
Thoothukkudi,NTK,3,0,False,Farmer Carrying Plough,Jacob Devadoss Abisheak R,Male,93679,Bachelor's Degree,25,,,₹1.34 Cr,,ntk,214
Thoothukkudi,AIPTMMK,4,0,False,Coconut farm,Yesadurai S,Male,91274,5th Grade,64,,,₹2.38 L,,ajpk,214
Thoothukkudi,TAVK,5,0,False,Camera,Kidar Samsdeen N.A,Male,93681,8th Grade,56,,,₹36.39 L,,others,214
Thoothukkudi,CPI(ML),6,0,False,Flag with three stars,Sahayam T,Male,93682,10th Grade (SSLC),58,,,₹23.11 L,,others,214
Thoothukkudi,MANK,7,0,False,Ship,Prasanna Kumar M,Male,93683,10th Grade (SSLC),34,,,₹1.58 L,,others,214
Thoothukkudi,NMEK,8,0,False,Mike,Ponkumaran P.P.M.T,Male,93684,Master's Degree,66,,,₹10.08 Cr,,others,214
Thoothukkudi,NIP,9,0,False,Spanner,Srikanth M.V,Male,93685,Bachelor's Degree,56,,,₹4.31 L,,others,214
Thoothukkudi,TVK,10,0,False,Whistle,Srinath,Male,93686,12th Grade (HSC / +2),52,,,₹2.49 Cr,,tvk,214
Thoothukkudi,IND,11,0,False,Tea filter,Samuel J,Male,93687,Not Specified,51,,,"₹50,000",,independent,214
Thoothukkudi,IND,12,0,False,Pressure cooker,Dhinakaran S.T.R.M,Male,93688,10th Grade (SSLC),46,,,₹35.75 L,,independent,214
Thoothukkudi,IND,13,0,False,Pen nib with seven rays,Babu P,Male,93689,10th Grade (SSLC),56,,,"₹20,000",,independent,214
Thoothukkudi,IND,14,0,False,Jackfruit,Maruthu Pandian P,Male,93690,Bachelor's Degree,36,,,₹7.60 L,,independent,214
Thoothukkudi,IND,15,0,False,Diamond,Muneeswara Moorthy S,Male,93691,Bachelor's Degree,46,,,₹12.61 L,,independent,214
Tiruchendur,DMK,1,0,True,Rising sun,Anitha R.Radhakrishnan,Male,93692,10th Grade (SSLC),73,,,₹5.29 Cr,,spa,215
Tiruchendur,NTK,2,0,False,Farmer Carrying Plough,Ophiliya,Female,93693,Master's Degree,33,,,₹91.00 L,,ntk,215
Tiruchendur,BJP,3,0,False,Lotus,K.R.M Radhakrishnan,Male,93694,Bachelor's Degree,44,,,₹1.27 Cr,,nda,215
Tiruchendur,AIPTMMK,4,0,False,Coconut farm,Gopalakrishnan,Male,93695,10th Grade (SSLC),35,,,"₹21,526",,ajpk,215
Tiruchendur,NIP,5,0,False,Spanner,Packia Sam. T,Male,93696,Master's Degree,47,,,₹6.32 L,,others,215
Tiruchendur,PMTDK,6,0,False,Baby walker,Maharajan. M,Male,93697,10th Grade (SSLC),37,,,₹45.35 L,,others,215
Tiruchendur,TVK,7,0,False,Whistle,J.Murugan,Male,93698,Bachelor's Degree,54,,,₹47.97 Cr,,tvk,215
Tiruchendur,TAVK,8,0,False,Camera,Rasik Mussammil. K,Male,93699,10th Grade (SSLC),49,,,₹nan,,others,215
Tiruchendur,IND,9,0,False,Diamond,Shaik Abdul Kader. P.S.J,Male,93700,Bachelor's Degree,56,,,"₹57,500",,independent,215
Tiruchendur,IND,10,0,False,Black board,Meera Sahib,Male,93701,Master's Degree,42,,,₹2.83 L,,independent,215
Tiruchendur,IND,11,0,False,Belt,Rajalingam. M,Male,93702,7th Grade,50,,,₹1.09 L,,independent,215
Tiruchendur,IND,12,0,False,Bench,Veerappa. T,Male,93703,6th Grade,67,,,"₹10,000",,independent,215
